title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
"Dwellings by Council Tax Band, Wards",20om6,"Dwellings on the valuation list, by council tax band and ward. The Valuation list is held by the Valuation Office Agency of HMRC. The number of dwellings in...","Dwellings on the valuation list, by council tax band and ward. The Valuation list is held by the Valuation Office Agency of HMRC. The number of dwellings in each band taken at the end of March. Based on property values at 1 April 1991, homes are allocated to one of eight bands in England: the lowest - band A - is for homes worth less than £40,000, and the highest - band H - is for those worth more than £320,000. Data for each band down to Output Area level is available from Neighbourhood Statistics. The ward data was aggregated using Lower Super Output Area data. Data at ward level is currently not being updated so the data on this page will not change, but is available for Lower Super Output Areas which fit to wards. See more on the VOA website .",Real Estate,Valuation Office Agency,https://data.london.gov.uk/dataset/20om6,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,2001-01 to 2015-12,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"dwellings, housing, wards, stock, council-tax",snowflake,Medium,Topics: housing. Last updated: 2015-05-13.
Net Residential Approvals by Month,e649p,"The number of residential units, net of losses, approved by month. This is the sum of residential units approved minus the units lost from planning...","The number of residential units, net of losses, approved by month. This is the sum of residential units approved minus the units lost from planning permissions granted during the given month, as entered onto the London Development Database (LDD). The figures include all submitted schemes, including those that replace earlier permissions on the same site or add details to previous outline permissions. For this reason the monthly totals are comparable but the numbers can not be added to get a running total. Note that data is provided by the London Boroughs who are responsible for the quality of the data. Borough data is not always submitted on time so the totals shown are subject to change as the data are checked and missing permissions are added. The CSV file is automatically updated on the",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e649p,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,HTML,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"residential, approvals, housing, ldd",snowflake,Medium,"Topics: housing, planning. Last updated: 2015-01-14."
Focus on London - Housing,2g1xn,"FOCUS ON LONDON 2011: HOUSING :A GROWING CITY With the highest average incomes in the country but the least space to grow, demand for housing in London has...","FOCUS ON LONDON 2011: HOUSING :A GROWING CITY With the highest average incomes in the country but the least space to grow, demand for housing in London has long outstripped supply, resulting in higher housing costs and rising levels of overcrowding. The pressures of housing demand in London have grown in recent years, in part due to fewer people leaving London to buy homes in other regions. But while new supply during the recession held up better in London than in other regions, it needs to increase significantly in order to meet housing needs and reduce housing costs to more affordable levels. This edition of Focus on London authored by James Gleeson in the Housing Unit looks at housing trends in London, from the demand/supply imbalance to the consequences for affordability and housing ne",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2g1xn,UNKNOWN,Unknown,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"fol, housing",snowflake,Medium,"Topics: housing, planning. Last updated: 2014-09-17."
Redbridge Housing Benefit Fraud Return,em9wg,Housing Benefit Fraud Return – statistical return for housing benefit overpayments and housing benefit and council tax benefit fraud activity.,Housing Benefit Fraud Return – statistical return for housing benefit overpayments and housing benefit and council tax benefit fraud activity.,Real Estate,London Borough of Redbridge,https://data.london.gov.uk/dataset/em9wg,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,"CSV, HTML",UNKNOWN,2008-04 to 2009-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"social-housing, fraud, housing-benefits",snowflake,Medium,"Topics: housing, transparency. Last updated: 2014-07-07."
Overcrowded Households by Borough,2o8w5,Table shows the percentage of households that are defined as overcrowded - defined by the 'bedroom standard'. 'Overcrowded includes Basic Overcrowded and...,"Table shows the percentage of households that are defined as overcrowded - defined by the 'bedroom standard'. 'Overcrowded includes Basic Overcrowded and Severely Overcrowded. This includes households with at least 1 bedroom too few. 'Bedroom standard' is used as an indicator of occupation density. A standard number of bedrooms is allocated to each household in accordance with its age/sex/marital status composition and the relationship of the members to one another. A separate bedroom is allocated to each married or cohabiting couple, any other person aged 21 or over, each pair of adolescents aged 10 - 20 of the same sex, and each pair of children under 10. Any unpaired person aged 10 - 20 is paired, if possible with a child under 10 of the same sex, or, if that is not possible, he or she ",Real Estate,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2o8w5,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2010-01 to 2010-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"overcrowding, overcrowded",snowflake,Medium,Topics: housing. Last updated: 2014-07-07.
London Empty Homes Audit,24rd8,This data relates to private sector empty homes in London that have been vacant for 12 months or more at 31 October 2010. This data was collected by the GLA...,"This data relates to private sector empty homes in London that have been vacant for 12 months or more at 31 October 2010. This data was collected by the GLA from all London Boroughs. In addition to reporting the total number of such properties, the audit records factors such as size and length of time empty. In order to assist policy development and decision making, properties have been assigned a nominal priority rating based on factors such as length of time empty, condition and size, with '1' the lowest priority band and '5' the highest.",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/24rd8,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,CSV,UNKNOWN,2010-10 to 2010-10,Postcode Sector,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"housing, private, empty, homes",snowflake,Medium,Topics: housing. Last updated: 2014-07-04.
"Dwellings by Council Tax Band, Output Areas",2yjk8,"Number of dwellings on the valuation list, by council tax band and output area. The Valuation list is held by the Valuation Office Agency of HMRC. The...","Number of dwellings on the valuation list, by council tax band and output area. The Valuation list is held by the Valuation Office Agency of HMRC. The number of dwellings in each band taken at the end of March. Based on property values at 1 April 1991, homes are allocated to one of eight bands in England: the lowest - band A - is for homes worth less than £40,000, and the highest - band H - is for those worth more than £320,000. Data for each band down to Output Area level back to 2001 is available from Neighbourhood Statistics .",Real Estate,Valuation Office Agency,https://data.london.gov.uk/dataset/2yjk8,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,2008-01 to 2011-12,Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"housing, households, council-tax, output-area, homes, dwellings, stock",snowflake,Medium,Topics: housing. Last updated: 2014-07-04.
Areas for Intensification Points (London Plan Consultation 2009),248y5,"Areas identified in the London Plan Consultation 2009 as having significant potential for increases in residential, employment and other uses through...","Areas identified in the London Plan Consultation 2009 as having significant potential for increases in residential, employment and other uses through development of sites at higher densities with more mixed and intensive use but at a level below that which can be achieved in the Opportunity Areas. Each area is represented as a point. This data is subject to change and should be checked with the relevant Local Authority before use. Click here to visit the London Plan pages",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/248y5,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, ZIP",UNKNOWN,2008-01 to 2011-12,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"housing, opportunity, employment, accessibility, frameworks, london-plan, planning, geo, growth",snowflake,Medium,"Topics: housing, planning. Last updated: 2014-07-04."
"Dwelling Stock by Tenure and Condition, Borough",e1zw8,"Number and percentage of dwellings by tenure, and type of dwelling, including condition. Download data from NeSS Website","Number and percentage of dwellings by tenure, and type of dwelling, including condition. Download data from NeSS Website",Real Estate,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/e1zw8,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2001-01 to 2011-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"bromley, city-of-london, harrow, havering, dwellings, redbridge, hillingdon, tower-hamlets, barnet, merton, kensington-and-chelsea, hounslow, bexley, lambeth, southwark, sutton, housing, tenure, hackney, greenwich, camden, enfield, stock, croydon, newham, islington, brent, hammersmith-and-fulham, wandsworth, ealing, lewisham, waltham-forest, richmond-upon-thames, haringey, kingston-upon-thames, westminster, barking-and-dagenham",snowflake,Medium,Topics: housing. Last updated: 2013-11-22.
Empty Homes,2o80w,Who owns the empty homes. Each year the Department for Communities and Local Government collects data on the number of empty homes from each local authority...,"Who owns the empty homes. Each year the Department for Communities and Local Government collects data on the number of empty homes from each local authority in England and from other Government departments and bodies (HSSA Statistics) . LA data are reported figures. Regions' totals include estimated values for missing data. Hence summing LA figures would not yield region's figure. LA data are reported figures. # indicates figure not supplied.Regions' totals include estimated values for missing data. Hence summing LA figures would not yield region's figure. England total is sum of all regions' figures with estimates. ""-"" indicates not applicable or non-derivable."".."" indicates not available. Stock information on Registered Social Landlord stock and Private Sector stock have not been collect",Real Estate,The Empty Homes Agency,https://data.london.gov.uk/dataset/2o80w,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,CSV,UNKNOWN,2007-01 to 2012-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"westminster, croydon, islington, harrow, merton, hammersmith-and-fulham, greenwich, redbridge, enfield, haringey, housing, tower-hamlets, bromley, hillingdon, hounslow, dwellings, havering, empty, barking-and-dagenham, private, kensington-and-chelsea, ealing, lewisham, waltham-forest, barnet, southwark, ownership, hackney, wandsworth, newham, sutton, brent, bexley, kingston-upon-thames, richmond-upon-thames, homes, city-of-london, camden, vacancy, lambeth, public",snowflake,Medium,Topics: housing. Last updated: 2013-11-04.
