title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
1A & 1C Eynsham Drive public consultation,2zw5n,,UNKNOWN,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2zw5n,UNKNOWN,Unknown,ZIP,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: planning. Last updated: 2018-10-17.
London Plan AMR14 Tables and Data,exynl,The London Plan Annual Monitoring Report (AMR) 14 covers the period from 1st April 2016 to 31st March 2017. It provides information about progress being...,"The London Plan Annual Monitoring Report (AMR) 14 covers the period from 1st April 2016 to 31st March 2017. It provides information about progress being made in implementing the policies and addressing the objectives of the London Plan 2016 by showing how London is performing against the 24 Key Performance Indicators (KPIs) identified in Chapter 8 of the Plan. Chapter 3 of the AMR provides additional performance measures and statistics. and includes the Housing Provision Annual Monitor which uses the planning permissions data from the London Development Database to provide a more detailed assessment of housing development in London than is shown by the KPIs. All of the tables from Chapters 2 (KPIs) and 3 (Additional performance measures and statistics) are provided below, as are the data s",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/exynl,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"housing, planning, london plan",snowflake,Medium,Topics: planning. Last updated: 2018-10-05.
Newcombe House public consultation,vqm36,,UNKNOWN,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/vqm36,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: planning. Last updated: 2018-07-25.
Draft New London Plan 2017 Figures and Maps,24y46,These zip files contain high resolution images from the Draft New London Plan published December 2017. The full draft plan can be downloaded here.,These zip files contain high resolution images from the Draft New London Plan published December 2017. The full draft plan can be downloaded here.,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/24y46,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,ZIP,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: planning. Last updated: 2018-06-27.
Geographic Lookups for London,2og0w,This dataset contains a range of geographic lookup files to scale between different areas in London.,This dataset contains a range of geographic lookup files to scale between different areas in London.,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2og0w,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,"CSV, SPREADSHEET",UNKNOWN,UNKNOWN,Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"lookup, gis",snowflake,Medium,"Topics: planning, transparency. Last updated: 2018-03-26."
Childcare demand projections,e55wg,"GLA Economics presents London childcare demand projections. These are demand for formal childcare for 0-14 year olds, and sub-age groups. The definition of...","GLA Economics presents London childcare demand projections. These are demand for formal childcare for 0-14 year olds, and sub-age groups. The definition of formal childcare used is broad, and seeks to cover all forms of formal childcare. As such it encompasses the definition used by Ofsted for the purposes of its inspections.",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e55wg,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"childcare, children, demand, projections",snowflake,Medium,"Topics: planning, young-people. Last updated: 2018-03-26."
London Town Centre Health Check Analysis Report,emq65,This comprehensive database for town centres is the Technical Annex associated with the GLA publication: “2017 London Town Centre Health Check Analysis...,"This comprehensive database for town centres is the Technical Annex associated with the GLA publication: “2017 London Town Centre Health Check Analysis Report’. The data is provided for 221 town centres identified in the adopted London Plan (2016), as well as some further test centres.",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/emq65,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"town-centre-health-check, town-centre",snowflake,Medium,Topics: planning. Last updated: 2018-01-18.
LVMF Review 2017 View Appraisal,e11g8,A two-part report commissioned by the GLA in 2017 as part of the review of the London Plan. It provides a photographic record of the views from each of the...,"A two-part report commissioned by the GLA in 2017 as part of the review of the London Plan. It provides a photographic record of the views from each of the 61 Assessment Points identified by the London Views Management Framework (LVMF) The report is divided into two volumes to assist ease of handling. The two volumes deal with different categories of views as follows: Part 1: River Prospects (designated views 10-22) Part 2: London Panoramas (designated views 1-6) Linear Views (designated views 7-9) Townscape Views (designated views 23-27) On the first page of the report for each Assessment Point, brief descriptive comments are provided to highlight relevant issues concerning each view.",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e11g8,Other (Not Open),One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: planning. Last updated: 2017-12-20.
Archaeological Priority Areas,e550x,"Geographic boundaries for the Archaeological Priority Areas in the London Boroughs of Barking & Dagenham, Croydon, Kensington & Chelsea, Merton, Newham and...","Geographic boundaries for the Archaeological Priority Areas in the London Boroughs of Barking & Dagenham, Croydon, Kensington & Chelsea, Merton, Newham and Redbridge and the associated Archaeological Priority Area Appraisals.",Real Estate,Historic England,https://data.london.gov.uk/dataset/e550x,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,ZIP,UNKNOWN,UNKNOWN,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: planning. Last updated: 2017-07-27.
London Plan 2015 Maps and Figures,vq8mn,"PNG (graphic) files of all 30 maps and 5 figures from the 2015 London Plan in a single (zipped) folder. Source: Greater London Authority, The London Plan...","PNG (graphic) files of all 30 maps and 5 figures from the 2015 London Plan in a single (zipped) folder. Source: Greater London Authority, The London Plan 2015. See more on the GLA website . These same maps and figures were used in the London Plan 2016.",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/vq8mn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,ZIP,UNKNOWN,2015-01 to 2015-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"maps, london-plan",snowflake,Medium,Topics: planning. Last updated: 2017-07-20.
