title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
LAEI 2016 - Borough Air Quality Data for LLAQM,20p6j,"Following the release of the latest London Atmospheric Emissions Inventory (LAEI) 2016 , additional data has been produced at Borough level, to assist...","Following the release of the latest London Atmospheric Emissions Inventory (LAEI) 2016 , additional data has been produced at Borough level, to assist London boroughs with their LLAQM (London Local Air Quality Management) duties. The data below is based on the NO x , NO 2 , PM 10 and PM 2.5 emissions and ground level concentrations already published as part of the LAEI 2016. It includes the following datasets, which can be downloaded below: Borough-specific data files containing: 2016 Maps of ground level concentrations across each borough for NO x , NO 2 , PM 2.5 (annual mean), and PM 10 (both annual mean and number of daily means over 50µg/m 3 ). Maps are provided as JPEG and PDF files, and in two versions: one with an OS base map included (Conc2) and one without it (Conc1). Dashboards o",Environment,GLA and TFL Air Quality,https://data.london.gov.uk/dataset/20p6j,UNKNOWN,Unknown,"SPREADSHEET, ZIP",UNKNOWN,UNKNOWN,1km Grid Squares,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: environment. Last updated: 2019-07-19.
Borough Heat Mapping reports (2010-2012),23n9j,Borough Heat Mapping reports produced by Local Authorities across London in the period 2010-2012. LDA funded through the DEMap Programme,Borough Heat Mapping reports produced by Local Authorities across London in the period 2010-2012. LDA funded through the DEMap Programme,Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/23n9j,Other (Public Domain),One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: environment. Last updated: 2018-11-14.
Communal Heating Consumer Survey Report,vqmr4,The Communal Heating Consumer Survey was conducted in October 2017 to collect feedback from consumers on their views on the quality and satisfaction of the...,"The Communal Heating Consumer Survey was conducted in October 2017 to collect feedback from consumers on their views on the quality and satisfaction of the communal heating scheme which provides space heating and hot water to their properties. A report has been published a year after, summarising the survey's key findings and results, and it can be downloaded here . The GLA is aware that residents in some new developments where CHP systems have been installed have expressed concerns about aspects of their heating arrangements. To better understand the issues, in October 2017 the GLA has undertaken a customer experience survey of residents of housing developments in London whose heating arrangements incorporate a communal heating system / on-site district heating network supplied by CHP. Th",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/vqmr4,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: environment, transparency. Last updated: 2018-10-29."
Green roofs in the Central Activities Zone,2nl6n,Overview An updated spatial data set for existing green roofs has been produced for London's Central Activities Zone (CAZ) using 2015 aerial imagery. The...,"Overview An updated spatial data set for existing green roofs has been produced for London's Central Activities Zone (CAZ) using 2015 aerial imagery. The CAZ makes up around two per cent of London's total area. Method ArcMap GIS software was used to map green roofs installations. The aerial imagery was loaded into the software in true colour (RGB) and infrared (IR) composites, along with the CAZ boundary and London 500x500m Ordnance Survey grid to aid locating. RGB images are useful for both roof types with IR being very good for identifying vegetation. IR allows for easy identification of vegetation due to it reflecting strongly in the near infrared (NIR) and appearing deep red in colour (healthy vegetation). Challenges and solutions The problem of judging elevation from aerial imagery, p",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2nl6n,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,One off,"PDF, ZIP",UNKNOWN,UNKNOWN to 2015-06,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"Greening, Biodiversity, Sustainable Drainage",snowflake,Medium,"Topics: environment, housing, planning. Last updated: 2018-10-22."
Draft London Environment Strategy Consultation 2017,e11w8,The draft London Environment Strategy set out the Mayor’s vision of London’s environment to 2050. The draft strategy was published on the London.gov.uk...,"The draft London Environment Strategy set out the Mayor’s vision of London’s environment to 2050. The draft strategy was published on the London.gov.uk website on 11 August 2017 for a 14-week public consultation. It set out the Mayor’s ambition to make London the greenest global city. The Report to the Mayor provides a high-level summary and analysis of the issues raised during the consultation of the draft strategy, from both technical stakeholders and members of the public. This allowed the Mayor to have proper regard to the consultation responses when deciding whether to approve the final version of the strategy. The public responded to the consultation via Talk London online discussion threads and surveys; and via focus groups, interviews, and representative polling. The Talk London da",Environment,GLA Opinion Research,https://data.london.gov.uk/dataset/e11w8,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: environment, transparency. Last updated: 2018-05-31."
London Atmospheric Emissions Inventory (LAEI) 2010 Air Quality Focus Areas,e64p0,The LAEI 2010 has since been superseded. Click here for the full list of releases. There are 187 Air Quality Focus Areas in the Capital. These are locations...,"The LAEI 2010 has since been superseded. Click here for the full list of releases. There are 187 Air Quality Focus Areas in the Capital. These are locations that not only exceed the EU annual mean limit value for NO2 but are also locations with high human exposure. The Focus Areas were defined to address concerns raised by boroughs within the LAQM review process and forecasted air pollution trends. This is not an exhaustive list of London’s hotspot locations, but where the GLA believe the problem to be most acute.",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e64p0,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"HTML, SPREADSHEET, ZIP",UNKNOWN,2011-01 to 2015-12,20 Metre Grid,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"gis, nitrogen-dioxide, focus-areas, pollution, hotspots, air-quality, exposure, laqm, particulate-matter",snowflake,Medium,Topics: environment. Last updated: 2018-04-19.
Flood Risk Zones,2lz9x,"This dataset maps flood risk for London taken from the Environment agency's national dataset. Each cell is allocated one of four flood risk categories,...","This dataset maps flood risk for London taken from the Environment agency's national dataset. Each cell is allocated one of four flood risk categories, taking into account flood defences and their condition. © Environment Agency copyright and/or database right 2017. All rights reserved. Some features of this map are based on digital spatial data from the Centre for Ecology & Hydrology, © NERC (CEH)© Crown copyright and database rights 2017 Ordnance Survey 100024198",Environment,Environment Agency,https://data.london.gov.uk/dataset/2lz9x,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,ZIP,UNKNOWN,UNKNOWN,Custom Polygons,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"flood, plain, zone, risk",snowflake,Medium,"Topics: environment, planning. Last updated: 2018-03-29."
Water Quality of London's Rivers and Other Waterbodies,vqmy6,This dataset contains shapefiles for London's river waterbodies managed under the Water Framework Directive (WFD) and any related programmes. The shapefile...,"This dataset contains shapefiles for London's river waterbodies managed under the Water Framework Directive (WFD) and any related programmes. The shapefile contains additional data taken from the WFD's Classification Status dataset . This additional data gives a breakdown of the waterbodies by ecological status, chemical status, and other classification status in 2016. A shapefile containing WFD waterbodies for the whole of England is available from the Environment Agency .",Environment,Environment Agency,https://data.london.gov.uk/dataset/vqmy6,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,ZIP,UNKNOWN,2016-01 to 2016-12,Custom Polygons,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"water, waterbody, waterbodies, canal, river, rivers, surface, quality, ecological, chemical, temperature, classification",snowflake,Medium,Topics: environment. Last updated: 2018-03-29.
Noise Pollution in London,2zwnk,This dataset maps noise pollution in London. Data is available for noise pollution from road and rail sources. The following shapefiles are available to...,"This dataset maps noise pollution in London. Data is available for noise pollution from road and rail sources. The following shapefiles are available to download below: LAeq,16h : indicates the annual average noise levels for the 16-hour period between 0700 – 2300. Lden : indicates a 24 hour annual average noise level with separate weightings for the evening and night periods. Lnight : indicates night time annual average noise level results in dB, where night is defined as 2300 - 0700. For the full datasets that covers all of England, please see DEFRA's strategic noise mapping pages .",Environment,"Department for Environment, Food and Rural Affairs",https://data.london.gov.uk/dataset/2zwnk,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,ZIP,UNKNOWN,2012-01 to 2012-12,Custom Polygons,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"noise, pollution, road, GIS, mapping, rail, major, dB, decibel",snowflake,Medium,"Topics: environment, planning. Last updated: 2018-03-29."
Land Use by Borough and Ward,2489z,"Land Use Statistics by ward (Generalised Land Use Database) 2005 (Enhanced Basemap). Uses include, domestic buildings, gardens, non-domestic buildings,...","Land Use Statistics by ward (Generalised Land Use Database) 2005 (Enhanced Basemap). Uses include, domestic buildings, gardens, non-domestic buildings, greenspace, paths, rail, road and water. Area is presented in Thousands of square metres ('000s m2). These are experimental Statistics - this information has been developed in accordance with the principles set out in the National Statistics Code of Practice but has yet to be fully accredited as a National Statistic. Communities and Local Government consider the 2005 figures to be the definitive land use statistics. No further work is planned on the Generalised Land Use Database. The statistics have been calculated for each ward. Generalised Land Use Database (GLUD) 2005 (Enhanced Basemap) statistics are available for a number of other admi",Environment,"Ministry of Housing, Communities & Local Government (MHCLG)",https://data.london.gov.uk/dataset/2489z,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, SPREADSHEET",UNKNOWN,2005-01 to 2005-12,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,land-use,snowflake,Medium,Topics: environment. Last updated: 2018-03-05.
