title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Number and Density of Dwellings by Borough,2lzj5,"Dwelling stock estimates by local authority district since 2001, at 31st March, and density of dwellings per hectare. DCLG: Live tables on dwelling stock...","Dwelling stock estimates by local authority district since 2001, at 31st March, and density of dwellings per hectare. DCLG: Live tables on dwelling stock Source: Census 2001, Census 2011, Housing Flows Reconciliation, the Greater London Authority and Regional Assembly joint returns. Data from DCLG Table 125 Figures from 2001 and 2011 are census figures. All figures from 2002 to 2011 have been revised following the release of the dwelling count from the 2011 census. Data from 2003, 2003 and 2004 contains a number of imputed and adjusted values and should not be considered as robust as subsequent years. National totals are expressed to the nearest thousand dwellings but should not be regarded as accurate to the nearest thousand. District totals are expressed to the nearest ten dwellings but ",Demographics,"Ministry of Housing, Communities & Local Government (MHCLG)",https://data.london.gov.uk/dataset/2lzj5,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2001-03 to 2019-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"density, houses, property, house, housing, homes, dwellings, properties",snowflake,Medium,"Topics: demographics, housing. Last updated: 2020-06-03."
Indices of Deprivation,2l15g,This page contains all the English Indices of Deprivation (ID) data for London at LSOA and borough level for the latest release (ID2019) as published by...,"This page contains all the English Indices of Deprivation (ID) data for London at LSOA and borough level for the latest release (ID2019) as published by central government back to 2010. Also posted here are some ward level summary data for London for the latest release (ID2019) and from 2007.Accompanying notes are included in the files. Please take the time to read these as they explain what is included on each sheet. The London data files have sheets for the published LSOA overall IMD and domains (rank and score), LSOA sub domains (rank and score), LSOA IDACI/IDAOPI, borough level IMD summary measures, borough level domain summary measures, borough level IDACI/IDAOPI, population figures, underlying indicators. GLA Intelligence reports give further information about the components of the I",Demographics,"Ministry of Housing, Communities & Local Government (MHCLG)",https://data.london.gov.uk/dataset/2l15g,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,"CSV, PDF, SPREADSHEET, ZIP",UNKNOWN,2007-01 to 2010-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,nto,snowflake,Medium,"Topics: demographics, education, employment-and-skills, housing, income-poverty-welfare. Last updated: 2020-04-30."
Personal Well-being (Happiness) by Borough,2r87d,"Estimates of personal well-being from the Annual Population Survey (APS) Well-being dataset. Data shows life satisfaction, how worthwhile people feel,...","Estimates of personal well-being from the Annual Population Survey (APS) Well-being dataset. Data shows life satisfaction, how worthwhile people feel, whether people were happy yesterday, and how anxious people were yesterday. Subjective personal well-being average scores by borough and region, covering life satisfaction, happiness, worthwhileness and anxiety. For more information visit the well-being pages of the ONS website . This dataset is included in the Greater London Authority's Night Time Observatory. Click here to find out more.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2r87d,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2011-04 to 2019-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"lambeth, enfield, bromley, city-of-london, satisfied, greenwich, hounslow, tower-hamlets, newham, ealing, wellbeing, merton, croydon, hammersmith-and-fulham, haringey, sutton, well-being, wandsworth, havering, happy, anxious, brent, harrow, westminster, bexley, redbridge, barnet, islington, lewisham, hillingdon, kingston-upon-thames, waltham-forest, kensington-and-chelsea, camden, richmond-upon-thames, hackney, southwark, worthwhile, barking-and-dagenham, self-reported, nto",snowflake,Medium,"Topics: demographics, health. Last updated: 2020-03-27."
Employment-led population projections,v8w03,GLA Demography has published 2016-based employment-led projections for London which provide population projections which are consistent with the employment...,"GLA Demography has published 2016-based employment-led projections for London which provide population projections which are consistent with the employment projection scenarios published by GLA Economics. However, this should be viewed as an experimental output which may not be updated in the future. In addition to the raw data for this set of population projections, we have also produced a methodology document which explains how these projections were produced. GLA Demography produces a variety of different types of population projections in order to meet the needs of a wide range of users. To see our full range of population projections, please visit our Population and household projections homepage.",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/v8w03,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: demographics, employment-and-skills. Last updated: 2020-02-07."
Age-specific fertility rates for London boroughs and borough groupings 2005-07,2jr6m,"Raw and smoothed age-specific fertility rates (ASFR) for 2005-07; ie births to mothers aged x per resident population of women aged x, where x ranges from...","Raw and smoothed age-specific fertility rates (ASFR) for 2005-07; ie births to mothers aged x per resident population of women aged x, where x ranges from age 15 to 49.",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2jr6m,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, PDF",UNKNOWN,2005-01 to 2007-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"population, single-year-of-age",snowflake,Medium,Topics: demographics. Last updated: 2020-01-17.
Cross border mobility of primary school age children in London,em87l,This Intelligence Unit update (Update 04-2013) uses Department for Education (DfE) data sources to examine the following: Cross border mobility of primary...,This Intelligence Unit update (Update 04-2013) uses Department for Education (DfE) data sources to examine the following: Cross border mobility of primary school age children by residence; Cross border mobility of primary school age children by school location; Comparison of DfE estimates with ONS 2011 Census-based data; and Estimates of the number of pupils per borough attending independent school. The equivalent report for secondary school age children was published in November 2012 as Update 25-2012. Both the report and the accompanying data can be downloaded from the Datastore .,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/em87l,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET",UNKNOWN,2012-01 to 2012-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"cross-border-mobility, primary, state-funded-schools",snowflake,Medium,"Topics: demographics, education. Last updated: 2020-01-17."
Cross border mobility of secondary school age children,ep84r,This Intelligence Unit update (Update 25-2012) uses Department for Education (DfE) data sources to examine the following: Cross border mobility of secondary...,This Intelligence Unit update (Update 25-2012) uses Department for Education (DfE) data sources to examine the following: Cross border mobility of secondary school age children by residence; Cross border mobility of secondary school age children by school location; Comparison of DfE estimates with ONS 2011 Census data; and Estimates of the number of pupils per borough attending independent school. An addendum to the report (Update 25a-2012) has been produced which considers net balance of mobility. The equivalent report for primary school age children was published in February 2013 as Update 04-2013. Both the report and the accompanying data can be downloaded from the Datastore .,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/ep84r,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET",UNKNOWN,2011-01 to 2012-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"cross-border-mobility, secondary-school, maintained-schools",snowflake,Medium,"Topics: demographics, education. Last updated: 2020-01-17."
"National Insurance Number Registrations of Overseas Nationals, Borough and MSOA",24r8x,"National Insurance Number (NINo) registrations to adult overseas nationals entering the UK by year of registration, by country of origin. 100% extract from...","National Insurance Number (NINo) registrations to adult overseas nationals entering the UK by year of registration, by country of origin. 100% extract from National Insurance Recording System. Figures are rounded to the nearest ten. Some additional disclosure control has been applied. Totals may not sum due to rounding method used. Registration date is derived from the date at which a NINo is maintained on the National Insurance Recording System. Time Series - Year Of Registration Date Years are shown as financial year (1st April - 31st March). Overseas Residents - Foreign nationals who have registered for a NINO but reside abroad. Geographical location is assigned by matching postcodes against the relevant postcode directory. Geographical counts are based on individuals recorded address a",Demographics,Department for Work and Pensions,https://data.london.gov.uk/dataset/24r8x,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,2002-04 to 2019-03,Middle Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"migrants, migration, population, national-insurance, nino, work-permits, immigration, borough-economic",snowflake,Medium,"Topics: demographics, employment-and-skills. Last updated: 2019-10-17."
Characteristics of Commuters,2gymw,Detailed 2011 Census origin-destination data allow analysis of the personal characteristics of workers who commute into London. This dataset also contains...,Detailed 2011 Census origin-destination data allow analysis of the personal characteristics of workers who commute into London. This dataset also contains information on average distance travelled to work and anaysis of how this varies by characteristics.,Demographics,Census Information Scheme,https://data.london.gov.uk/dataset/2gymw,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET",UNKNOWN,2011-04 to 2011-04,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"commuting, travel to work, 2011 Census, origin, destination, flow data, borough-economic",snowflake,Medium,"Topics: demographics, employment-and-skills, transport. Last updated: 2019-10-17."
Country of Birth (Census 2011 Small Population Tables),24y5n,"This workbook allows users to pull out data from 2011 Census Commissioned Tables CT0562, CT0563, CT0564, CT0565 and CT0566. Choose a Census topic and filter...","This workbook allows users to pull out data from 2011 Census Commissioned Tables CT0562, CT0563, CT0564, CT0565 and CT0566. Choose a Census topic and filter by area, country of birth, sex and age. Census topics included are: Year of arrival in the UK General Health Long-term health problem or disability Tenure Economic Activity See this dataset for a more detailed age breakdown and a workbook that allows users to visualise the data in a population pyramid.",Demographics,Census Information Scheme,https://data.london.gov.uk/dataset/24y5n,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,borough-economic,snowflake,Medium,"Topics: demographics, employment-and-skills, health, housing. Last updated: 2019-10-17."
