title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Modelled population backseries,ex9jd,These modelled annual population estimates were created for use the GLA's population projections . They are intended to provide a consistent series of...,"These modelled annual population estimates were created for use the GLA's population projections . They are intended to provide a consistent series of annual population and components of change between census years with all change accounted for by the standard components of change (births, deaths, and migration). The official mid-year population estimates published by ONS are available here . The original detailed internal migration data published by ONS is available here . An overview of the general approach used to create these estimates is described in this presentation delivered at the 2022 BSPS conference. * 17 April 2023 code for producing the modelled 2021 detailed internal migration flows is now available on Github",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/ex9jd,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,CSV,UNKNOWN,2001-06 to 2024-06,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"population, demography, internal migration",snowflake,Medium,Topics: demographics. Last updated: 2026-01-15.
GLA pay gap data,e76mq,Since 2021 these data tables have been produced to supplement the Pay Gap reports for the Greater London Authority (GLA). They provide extra details of the...,"Since 2021 these data tables have been produced to supplement the Pay Gap reports for the Greater London Authority (GLA). They provide extra details of the median and mean hourly rates of particular groups of staff at the GLA, as well as their corresponding pay gaps, as of 31 March 2025 , 2024 , 2023 , 2022 and 2021 . The GLA first published its ethnicity pay gap in March 2018, one of the first organisations to do so. These data tables bring together all of the ethnicity pay gap data published by the GLA since then. This reporting year (2025) is the fifth time that the GLA is publishing its disability pay gap, ahead of any statutory responsibility to do so. Therefore, there is only data from 2021 to compare against. The Equality Act 2010 (Gender Pay Gap Information) regulations came into f",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e76mq,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"ethnicity pay gap, disability pay gap, gender pay gap, equality, diversity, inclusion",snowflake,Medium,"Topics: demographics, transparency. Last updated: 2025-11-21."
GLA Demography conference presentations,vqly7,This is a collection of presentations given by members of the GLA Demography team at external conferences and seminars. The majority of these were delivered...,This is a collection of presentations given by members of the GLA Demography team at external conferences and seminars. The majority of these were delivered at conferences and day meetings held by the British Society of Population Studies (BSPS). An archive of presentations from Population Statistics User Group meetings is available here .,Demographics,GLA Demography,https://data.london.gov.uk/dataset/vqly7,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: demographics, education, housing, london-2012, planning, young-people. Last updated: 2025-11-11."
Age specific fertility rates,vd4q4,"Introduction to fertility estimates Fertility refers to the number of live births within an individual or group, influenced by a combination of biological,...","Introduction to fertility estimates Fertility refers to the number of live births within an individual or group, influenced by a combination of biological, social, cultural, and economic factors. There are several ways to describe fertility rates, but two of the most commonly used are Age-Specific Fertility Rates (ASFR) and Total Fertility Rates (TFR). Age-specific fertility rates (ASFR) measure the number of births per woman within specific age groups. For example, in England, the peak childbearing age is currently 32, with an ASFR of 0.107, meaning 107 babies were born for each 1,000 women aged 32. Total fertility rate (TFR) is a commonly used measure of overall fertility calculated as the sum of all age-specific fertility rates across all reproductive age groups. It represents the avera",Demographics,GLA Demography,https://data.london.gov.uk/dataset/vd4q4,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,One off,CSV,UNKNOWN,UNKNOWN,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"births, fertility, demographics, population",snowflake,Medium,Topics: demographics. Last updated: 2025-10-31.
Sub-regional Pupil Projections,e66jz,This page contains input data sources and output projections for the Sub-regional Pupil Projections. The input data sources provided on this page are the...,"This page contains input data sources and output projections for the Sub-regional Pupil Projections. The input data sources provided on this page are the school numbers data from the school census, at school-level, Local Authority level, and Subregion level (ITL Level 2). The births data used for these projections can be found here . The output projections are at Subregion, Region, and England level. They provide ten-year projections from the most recent academic year of available School Census data, and cover National Curriculum Years from Reception up to Year 11. The main variables of the dataset are explained below. itl22cd & itl22nm : The geography names and codes. Most geographical areas in the datasets are ITL Level 2 Subregions, but the dataset also contains ITL Level 1 Regions and ",Demographics,GLA Demography,https://data.london.gov.uk/dataset/e66jz,UNKNOWN,Annual,"CSV, HTML, PDF, ZIP",UNKNOWN,UNKNOWN,Sub-Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: demographics. Last updated: 2025-10-30.
Birth estimates,2lw83,Time series of official live birth estimates for local authority districts and selected higher geographies in England and Wales from 1991-92 onward. Data...,"Time series of official live birth estimates for local authority districts and selected higher geographies in England and Wales from 1991-92 onward. Data are collated from the following sources: ONS mid-year population estimates components of change - local authority births for mid-year periods from 2001-2 onward Births and deaths by Lower Super Output Area (LSOA), England and Wales, 1991 to 1992 to 2016 to 2017 - ad hoc release of births by (2011) LSOA for mid-year periods from 1991-92 to 2016-17 Live births in England and Wales for small geographic areas - births by (2011) LSOA for calendar year period from 2013 onward. While calendar year births data for local authorities is available for local earlier periods from the ONS website , this data has not yet been included here due to the co",Demographics,GLA Demography,https://data.london.gov.uk/dataset/2lw83,UNKNOWN,Annual,CSV,UNKNOWN,UNKNOWN,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"births, demography",snowflake,Medium,Topics: demographics. Last updated: 2025-08-19.
Household projection data for modelling,ex9xr,The GLA is currently developing updated household projection models for use in its 2024-based projections. **Update 08-08-2025** Household projections...,"The GLA is currently developing updated household projection models for use in its 2024-based projections. **Update 08-08-2025** Household projections incorporating the GLA's draft 2024-based population projections have been added to the page. **Update 27-06-2025** A technical note providing an overiew of the work to date and draft results has been added to the page. The draft projections and model inputs discussed in the note are also available to download. Outputs from the GLA Interim 2023-based and draft 2024-based population projections are available here . This page will initially contain raw input data to the projections, with processed data, calculated rates, draft outputs, and links to code being added as development progresses. Inputs: Census estimates of population usually reside",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/ex9xr,UNKNOWN,Unknown,"CSV, HTML, SPREADSHEET, ZIP",UNKNOWN,UNKNOWN,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: demographics, planning. Last updated: 2025-08-08."
Demographic projections - research outputs,20g51,This page contains results of recent projections produced by the GLA that have been designated as research outputs rather than as a full entry in the GLA's...,"This page contains results of recent projections produced by the GLA that have been designated as research outputs rather than as a full entry in the GLA's annual series of projections. **Update - 6 August 2025** Initial 2024-based trend projection outputs have been added. For more information, please see this blog post . ***** The decision not to give a full release to the 2023-based projections was a consequence of problems with official population estimates used as inputs to the models; they are set to be updated later in 2025 once updated estimates are released by ONS. These outputs were produced in April 2025 as part of the population and pupil projection services that the GLA offers to local authorities in London and are presented here to: · Indicate the potential scale of impacts th",Demographics,GLA Demography,https://data.london.gov.uk/dataset/20g51,UNKNOWN,Unknown,ZIP,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: demographics. Last updated: 2025-08-06.
Births by Mother's Country of Birth in London,2y9y7,The Office for National Statistics (ONS) publishes data on the number of live births by the mother's country of birth in England and Wales each year. Every...,"The Office for National Statistics (ONS) publishes data on the number of live births by the mother's country of birth in England and Wales each year. Every time a birth is registered in England and Wales both parents are required to state their places of birth on their child's birth certificate, and this information is then collated to produce these statistics. In order to make it easier to look at what these data tell us about births in London, and how these have been changing over time, the GLA Demography team has extracted the data which relate to London from the main ONS dataset since 2001 and presented it here in an easily accessible format. For more information about how the ONS produces these statistics, please visit their website: https://www.ons.gov.uk/peoplepopulationandcommunity",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2y9y7,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Annual,"CSV, IMAGE",UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"population, demography, births, migration",snowflake,Medium,Topics: demographics. Last updated: 2025-07-01.
Internal migration flows - school age children visualisation,e1zjk,Updated: 14/05/2025 Summaries of estimated annual internal migration flows of children aged 0 to 15 for London local authorities. Outputs are based on...,Updated: 14/05/2025 Summaries of estimated annual internal migration flows of children aged 0 to 15 for London local authorities. Outputs are based on detailed estimates of internal migration published by the Office for National Statistics. Data for year ending mid-2023 are currently based on modelled flows produced by the GLA .,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e1zjk,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,2001-07 to 2015-06,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"children, school age children, internal migration, migration",snowflake,Medium,"Topics: demographics, young-people. Last updated: 2025-05-14."
