title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Census 2001 Key Statistics 01: Population,2jrrd,2001 Census Key Statistics Table 01 (Usual resident population) for London Boroughs and regional comparitors. Cells in this table have been randomly...,2001 Census Key Statistics Table 01 (Usual resident population) for London Boroughs and regional comparitors. Cells in this table have been randomly adjusted to avoid the release of confidential data. All data is © Crown Copyright 2003. Area in hectares is on Census day 29 April 2001. The 'Number of students away from home' is number of students and schoolchildren in full-time education who would reside in the area were they not living away from home in term-time.,Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2jrrd,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, HTML",UNKNOWN,1991-01 to 2001-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"census, population, demography",snowflake,Medium,Topics: demographics. Last updated: 2014-07-04.
MSOA Atlas,2z0yn,This MSOA atlas provides a summary of demographic and related data for each Middle Super Output Area in Greater London. The average population of an MSOA in...,"This MSOA atlas provides a summary of demographic and related data for each Middle Super Output Area in Greater London. The average population of an MSOA in London in 2010 was 8,346, compared with 1,722 for an LSOA and 13,078 for a ward. The profiles are designed to provide an overview of the population in these small areas by combining a range of data on the population, births, deaths, health, housing, crime, commercial property/floorspace, income, poverty, benefits, land use, environment, deprivation, schools, and employment. If you need to find an MSOA and you know the postcode of the area, the ONS NESS search page has a tool for this. The MSOA Atlas is available as an XLS as well as being presented using InstantAtlas mapping software. This is a useful tool for displaying a large amount",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2z0yn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,2014-10 to 2014-10,Middle Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"pack, profiles, stat, stat-pack, atlas, msoa",snowflake,Medium,Topics: demographics. Last updated: 2014-06-04.
ONS 2011-based Subnational Population Projections,24rq8,This report from the GLA Intelligence Unit analyses the ONS 2011 Sub-national Population Projections (SNPP) for London boroughs. The report provides insight...,This report from the GLA Intelligence Unit analyses the ONS 2011 Sub-national Population Projections (SNPP) for London boroughs. The report provides insight into the methodology employed by ONS in the production of the projections as well as comparing this projection to previous ONS SNPP projections. More data available on the ONS website,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/24rq8,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET",UNKNOWN,2011-01 to 2021-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"snpp, population, projections",snowflake,Medium,Topics: demographics. Last updated: 2014-05-29.
Children in Poverty NI116,vq867,"Key findings: More than one in four of London’s children were in poverty in 2010. Child poverty rates have fallen in London on this measure, but are still...","Key findings: More than one in four of London’s children were in poverty in 2010. Child poverty rates have fallen in London on this measure, but are still higher than in any other region of the UK. Four boroughs, Tower Hamlets, Islington, Westminster and Redbridge, include pockets where more than three in five children were in poverty. Over the last four years, most boroughs have seen decreases in the percentage of children in poverty on this measure, though Bromley has seen virtually no change, while Havering and Bexley have seen increases in most years.",Demographics,HM Revenue & Customs,https://data.london.gov.uk/dataset/vq867,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"HTML, PDF, SPREADSHEET",UNKNOWN,2010-01 to 2010-12,Lower Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"child-poverty, poverty, report",snowflake,Medium,Topics: demographics. Last updated: 2014-02-26.
Ward Profiles and Atlas,exprl,The ward profiles and ward atlas provide a range of demographic and related data for each ward in Greater London. They are designed to provide an overview...,"The ward profiles and ward atlas provide a range of demographic and related data for each ward in Greater London. They are designed to provide an overview of the population in these small areas by presenting a range of data on the population, diversity, households, life expectancy, housing, crime, benefits, land use, deprivation, and employment. Indicators included here are population by age and sex, land area, projections, population density, household composition, religion, ethnicity, birth rates (general fertility rate), death rates (standardised mortality ratio), life expectancy, average house prices, properties sold, housing by council tax band, tenure, property size (bedrooms), dwelling build period and type, mortgage and landlord home repossession, employment and economic activity, ",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/exprl,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, PDF, SPREADSHEET",UNKNOWN,2001-01 to 2031-12,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"wards, demography, stat, pack, profile, ptal, ksi, stat-pack, atlas, profiles, ethnic",snowflake,Medium,Topics: demographics. Last updated: 2014-02-18.
"Fertility in London, 2001 and 2011",2w9g3,This Intelligence Unit Update (02-2014) uses ONS population estimates and birth data to examine changes in fertility in London between 2001 and 2011. Update...,This Intelligence Unit Update (02-2014) uses ONS population estimates and birth data to examine changes in fertility in London between 2001 and 2011. Update 02-2014 and the accompanying data are both available to download. The Demography Team within the GLA Intelligence Unit publishes a range of population projections which can be accessed via the GLA Demographic Projections Datastore web page .,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2w9g3,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET",UNKNOWN,2014-10 to 2014-10,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"fertility, total-fertility-rates, mother, childbearing",snowflake,Medium,Topics: demographics. Last updated: 2014-02-14.
"Custom Age Tool for 2011 Census Population, Borough and Ward",vd6mm,Excel Age-Range creator for 2001 and 2011 Census population figures. This Excel-based tool enables users to query the single year of age raw data so that...,"Excel Age-Range creator for 2001 and 2011 Census population figures. This Excel-based tool enables users to query the single year of age raw data so that any age range can easily be calculated without having to carry out often complex, and time consuming formulas that could also be open to human error. Simply select the lower and upper age range for both males and females and the spreadsheet will return the total population for the range. This file uses the single year of age data from the 2011 Census released on 24 September 2012, which was available for all Local Authorities. The ward data is currently modelled data for sex, based on single year of age data from Table qs103ew. The final data will be inserted into the tool when it is released in summer 2013. Also included are the 2001 Cen",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/vd6mm,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2014-10 to 2014-10,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"ealing, westminster, bexley, wards, bromley, kingston-upon-thames, camden, wandsworth, harrow, enfield, sutton, croydon, population, hounslow, kensington-and-chelsea, islington, 2011-census, lambeth, boroughs, brent, merton, haringey, city-of-london, havering, barnet, tower-hamlets, waltham-forest, barking-and-dagenham, redbridge, southwark, richmond-upon-thames, hackney, newham, single-year-of-age, lewisham, hammersmith-and-fulham, greenwich, hillingdon, daytime",snowflake,Medium,Topics: demographics. Last updated: 2013-11-15.
"Detailed Country of birth (2011 Census), Borough",ep8zy,"Detailed Country of birth, by borough from the 2011 Census. Most detailed country of birth (274 countries), by borough. Data taken from 2011 Census...","Detailed Country of birth, by borough from the 2011 Census. Most detailed country of birth (274 countries), by borough. Data taken from 2011 Census Commissioned table CT0048 (ONS). Source: 2011 Census (27 March). File contains two tables of the same data with boroughs arranged down the side and along the top.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/ep8zy,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, SPREADSHEET",UNKNOWN,2011-01 to 2011-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"sutton, brent, croydon, haringey, detailed, ealing, kingston-upon-thames, city-of-london, waltham-forest, census, expanded, hackney, boroughs, lambeth, barking-and-dagenham, hillingdon, havering, kensington-and-chelsea, wandsworth, redbridge, bromley, enfield, merton, harrow, tower-hamlets, hammersmith-and-fulham, demography, islington, southwark, bexley, lewisham, barnet, camden, country, 2011, richmond-upon-thames, hounslow, greenwich, diversity, population, westminster, newham, nationality",snowflake,Medium,Topics: demographics. Last updated: 2013-10-28.
NS-SEC in London - Report Data,23gl7,Data and figures from the Census Information Scheme briefing on NS-SEC in London (CIS2013-05).,Data and figures from the Census Information Scheme briefing on NS-SEC in London (CIS2013-05).,Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/23gl7,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2011-01 to 2011-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"labour, census, 2011-census, ns-sec",snowflake,Medium,Topics: demographics. Last updated: 2013-07-10.
Diversity in London - Report Data,2z0lk,Data and figures from the Census Information Scheme briefing on Diversity in London (CIS2013-04).,Data and figures from the Census Information Scheme briefing on Diversity in London (CIS2013-04).,Demographics,Census Information Scheme,https://data.london.gov.uk/dataset/2z0lk,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2011-01 to 2011-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"census, migrants, country-of-birth, 2011, ethnicity, passports, religion",snowflake,Medium,Topics: demographics. Last updated: 2013-07-10.
