title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Companies House Free Company Data Product,companies-house-free-company-data,"Monthly snapshot of basic data for all live UK companies including registration, status, and SIC codes.","Monthly bulk CSV snapshot of all active companies on the UK register, including registered address, company type, status, SIC codes, and key dates. Updated within 5 working days of month end. Contains approximately 5 million active companies split across multiple ZIP files. Widely used for business intelligence, compliance screening, and market analysis. Does not include dissolved companies or detailed officer/shareholder data.",Corporate Registries,Companies House,https://download.companieshouse.gov.uk/en_output.html,Open Government Licence v3.0,Monthly,"CSV, ZIP",~5 million companies,Single monthly snapshot updated each month end,United Kingdom,Free bulk download,CompanyName|string|Registered company name; CompanyNumber|string|Unique 8-digit company identifier; RegAddress.AddressLine1|string|First line of registered address; RegAddress.PostCode|string|Postcode of registered office; CompanyCategory|string|Legal type e.g. Private Limited Company; CompanyStatus|string|Current status e.g. Active/Liquidation; IncorporationDate|date|Date company was incorporated DD/MM/YYYY; SICCode.SicText_1|string|Primary SIC code and description,"ANZON LIMITED,00001548,CALDER HOUSE,HG1 2UD,Private Limited Company,Active,12/10/1898,47110 - Retail sale in non-specialised stores; AIREDALE ALLOYS LIMITED,00001567,INGS ROAD,BD21 4DT,Private Limited Company,Active,01/01/1896,24200 - Manufacture of tubes pipes hollow profiles; BRITISH MUSEUM,00104721,GREAT RUSSELL STREET,WC1B 3DG,PRI/LBG/NSC (Private, Limited by guarantee, no share capital),Active,01/01/1963,91020 - Museum activities","companies, register, corporate, UK, incorporation, SIC codes, business, addresses, compliance",both,High,~55 fields total. Field spec PDF at https://resources.companieshouse.gov.uk/toolsToHelp/pdf/freeDataProductDataset.pdf. Companion API provides real-time officer/filing data.
HM Land Registry Price Paid Data,hmlr-price-paid-data,All residential property sales in England and Wales from January 1995 to present with price and full address.,"Complete record of every residential property transaction registered with HMLR since January 1995, covering over 28 million sales. Includes sale price, completion date, full address, property type, freehold/leasehold tenure, and whether new build. Updated monthly. Approximately 1 million new transactions added per year. Does not cover Scotland, Northern Ireland, or commercial property. Foundational for housing market analysis, automated valuations, and economic research.",Real Estate,HM Land Registry,https://www.gov.uk/government/statistical-data-sets/price-paid-data-downloads,Open Government Licence v3.0,Monthly,"CSV, TXT",~28 million transactions,January 1995 to present,England and Wales,Free bulk download — full file 5.3 GB CSV or annual splits,transaction_unique_identifier|string|Auto-generated unique reference; price|integer|Sale price GBP; date_of_transfer|date|Completion date YYYY-MM-DD; postcode|string|Property postcode; property_type|string|D=Detached S=Semi T=Terraced F=Flat O=Other; old_new|string|Y=new build N=established; duration|string|F=Freehold L=Leasehold; street|string|Street name; town_city|string|Town or city; county|string|County name,"{B40CF7A6-5099-4153-B545-45F16BB00B7D},95000,1995-06-30,BS5 8JB,T,N,L,8,WYKEN ROAD,BRISTOL,CITY OF BRISTOL,A; {A8B6E5E2-4C68-41C2-9A9D-0B2E7D24F6D3},375000,2010-03-15,SW1A 2AA,F,N,L,45,VICTORIA STREET,LONDON,GREATER LONDON,A; {C7D3F1B9-8E2A-4B6C-A1D5-9F0E8C7D2B4A},620000,2023-07-21,W1K 4HR,F,N,L,12,MAYFAIR PLACE,LONDON,GREATER LONDON,A","property, housing, real estate, sales, prices, land registry, residential, England, Wales, transactions",both,High,No column headers in raw file by default. Full file 5.3 GB. Linked data version via SPARQL at landregistry.data.gov.uk. Category Type B includes repossessions and buy-to-lets.
Charity Commission Register of Charities,charity-commission-register,"Full register of all charities in England and Wales including income, classification, trustees, and registration dates.","Daily extract of all registered and recently removed charities in England and Wales, covering approximately 170,000 organisations across 15 linked tables. Includes registration history, trustee details, area of operation, classification by theme and beneficiary, and annual financials. Income and expenditure data available for charities with income over £500,000. Updated daily. Widely used for due diligence, grant-making, and civil society research.",Corporate Registries,Charity Commission for England and Wales,https://register-of-charities.charitycommission.gov.uk/en/register/full-register-download,Open Government Licence v3.0,Daily,"JSON, TSV","~170,000 charities",All currently and recently registered charities; historical from founding,England and Wales,Free bulk download,regno|integer|Unique charity registration number; subno|integer|Subsidiary number; name|string|Registered charity name; orgtype|string|Organisation type code; income|integer|Latest annual income GBP; expenditure|integer|Latest annual expenditure GBP; registration_date|date|Date first registered; removal_date|date|Date removed from register if applicable,"234567,0,ST JOHN AMBULANCE,R,17500000,16800000,1963-06-14,; 1089464,0,OXFAM,R,435000000,418000000,2003-02-07,; 1128479,0,BRITISH RED CROSS SOCIETY,R,310000000,298000000,2009-04-01,","charities, nonprofits, third sector, England, Wales, income, trustees, registration, voluntary sector",both,High,15 linked relational tables joined on regno+subno. Detailed financials only for income above £500k. Format changed from BCP to JSON/TSV in 2021.
Ofsted State-funded School Inspections and Outcomes,ofsted-school-inspections-outcomes,Monthly dataset of all Ofsted inspection outcomes for state-funded schools in England with judgements across key areas.,"Monthly management information dataset covering all Ofsted inspection outcomes for approximately 22,000 state-funded schools in England including primary, secondary, special schools, and alternative provision. Contains inspection dates, overall effectiveness judgements on a 1-4 scale, and sub-judgements for quality of education, behaviour, personal development, and leadership. Covers September 2005 to present. Key resource for local authority benchmarking and school improvement planning.",Education,Office for Standards in Education Children's Services and Skills (Ofsted),https://www.gov.uk/government/statistical-data-sets/monthly-management-information-ofsteds-school-inspections-outcomes,Open Government Licence v3.0,Monthly,"CSV, ODS","~22,000 schools",September 2005 to present,England,Free bulk download,URN|string|Unique Reference Number; EstablishmentName|string|School name; OverallEffectiveness|integer|Overall Ofsted judgement 1-4; QualityOfEducation|integer|Quality of education sub-judgement; LeadershipAndManagement|integer|Leadership sub-judgement; InspectionDate|date|Date of most recent inspection; SchoolType|string|Type of school; Postcode|string|School postcode,"100000,Riverside Primary School,2,2,2,15/11/2022,Community School,SW1A 2AA; 100001,St Mary Catholic Academy,1,1,1,10/03/2023,Academy Converter,M1 2AB; 100002,Hillside Secondary School,3,3,3,07/09/2023,Foundation School,LS1 4DY","schools, Ofsted, inspection, education, England, outstanding, primary, secondary, academy, judgement",api,High,"Separate datasets for early years, further education, and children's social care. URN links to GIAS register. Five-Year Ofsted Inspection Data also published annually."
ONS Mid-Year Population Estimates England and Wales,ons-mid-year-population-estimates,"Annual mid-year population estimates for England and Wales by local authority, single year of age, and sex from 1971.","Annual official population estimates for England and Wales published by ONS, covering all local authorities and London boroughs by single year of age and sex. Includes components of change: births, deaths, and internal and international migration. Available from 1971 to present. Published annually approximately 18 months after the reference year. Used by NHS, local authorities, and central government for resource allocation and demographic analysis.",Demographics,Office for National Statistics,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/estimatesofthepopulationforenglandandwales,Open Government Licence v3.0,Annual,"Excel, CSV","~300,000 rows per annual release",1971 to present,England and Wales,Free bulk download; Free API via developer.ons.gov.uk,geography_code|string|ONS geography code e.g. E09000001; geography_name|string|Local authority name; year|integer|Reference mid-year; age|integer|Single year of age 0-90+; sex|string|Male/Female/Persons; population|integer|Estimated mid-year population count,"E09000001,City of London,2023,25,Male,1450; E09000002,Barking and Dagenham,2023,0,Persons,4234; E92000001,England,2023,45,Female,2143800","population, demographics, local authority, London, age, sex, migration, births, deaths, England, Wales",both,High,ONS API at developer.ons.gov.uk. 2021 Census-based estimates rebased from 2022 release. Ethnicity breakdowns published separately.
UK House Price Index,uk-house-price-index,Monthly house price index for 441 UK areas from 1995 broken down by property type and buyer status.,"Official UK HPI published jointly by HMLR, ONS, Registers of Scotland, and NISRA. Covers average prices and index values (base 100 = January 2023) for 441 geographic areas including regions, counties, local authorities, and London boroughs. Includes breakdowns by property type and buyer type (first-time buyer, existing owner). Published monthly with approximately 2-month lag.",Real Estate,HM Land Registry,https://landregistry.data.gov.uk/app/ukhpi/,Open Government Licence v3.0,Monthly,"CSV, JSON-LD, Turtle, SPARQL",~441 areas x 360+ monthly periods,January 1995 to present (England and Wales); 2004 Scotland; 2005 Northern Ireland,United Kingdom,Free bulk download; Free API (SPARQL endpoint),refArea|string|ONS geography code; refPeriod|date|Reference month YYYY-MM-DD; averagePrice|decimal|Mean house price GBP; index|decimal|Index value; percentageChange|decimal|Monthly % change; percentageAnnualChange|decimal|Annual % change; salesVolume|integer|Number of sales in period,"E09000019,2024-01-01,512000,520.5,0.8,3.2,1250; E09000013,2024-01-01,695000,598.2,1.1,4.5,890; K02000001,2024-01-01,285000,289.4,0.4,2.1,65400","house prices, property, index, housing market, UK, London, mortgage, real estate, first time buyer",both,High,SPARQL endpoint at landregistry.data.gov.uk/landregistry/query. Sales volume has 3-4 month additional lag. Re-referenced to January 2023 from February 2025.
FCA Financial Services Register,fca-financial-services-register,Live register of all FCA-authorised firms and individuals in UK financial services including permissions and regulatory status.,"The Financial Services Register is the definitive record of all firms and individuals authorised or registered by the FCA, covering approximately 50,000 authorised firms and 1.5 million approved individuals. Includes firm permissions, trading names, appointed representatives, and current regulatory status. Updated in real-time. Public API free with registration; bulk extract requires paid subscription via Register Extract Service (RES).",Financial Regulation,Financial Conduct Authority,https://register.fca.org.uk/s/,UNKNOWN — check publisher terms (public search free; bulk extract via commercial Register Extract Service),Real-time,REST API; CSV bulk extract via paid RES,"~50,000 authorised firms; ~1.5 million approved individuals",Current register; real-time updates,United Kingdom,Free API — registration required; Paid subscription for bulk extract,firm_reference_number|string|Unique FCA firm reference number; firm_name|string|Registered firm name; status|string|Authorised/Registered/Appointed Representative; permissions|string|List of regulated activities; registered_address|string|Principal place of business; date_authorised|date|Date of FCA authorisation; firm_type|string|Type e.g. Bank/Insurer/IFA,"122702,BARCLAYS BANK PLC,Authorised,Accepting deposits; Issuing electronic money,1 Churchill Place London E14 5HP,1997-01-01,Bank; 106054,AVIVA INSURANCE LIMITED,Authorised,Effecting contracts of insurance,St Helen's 1 Undershaft London EC3P 3DQ,1994-09-01,Insurer","FCA, financial services, authorised firms, regulated, compliance, banking, investment, insurance, permissions",both,High,API rate limited to 50 req/10s. RES bulk extract delivers 17 linked files. RES handbook at https://www.fca.org.uk/publication/documents/register-extract-handbook.pdf. Commercial licence required for RES.
Met Office HadUK-Grid Gridded Climate Observations,met-office-haduk-grid,"1km gridded UK climate observations from 1836 covering temperature, rainfall, sunshine, and frost days.","HadUK-Grid is the Met Office's official gridded dataset of UK climate observations, interpolated from the surface station network onto a 1km grid. Available at 1km, 5km, 12km, and 25km resolutions with daily, monthly, seasonal, and annual aggregations. Variables include max/min/mean temperature, rainfall, sunshine, snow, and frost days. Some variables from 1836. Accessed via CEDA Archive. Used for climate trend analysis and environmental modelling.",Environment,Met Office,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/haduk-grid,Open Government Licence v3.0,Annual (monthly updates for recent years),NetCDF,"~320,000 grid cells x multiple variables x 180+ years",1836 to present (varies by variable),United Kingdom,Free bulk download — free registration required via CEDA Archive (ceda.ac.uk),longitude|float|Longitude of grid cell centre; latitude|float|Latitude of grid cell centre; time|date|Observation date; tas|float|Mean air temperature degrees C; tasmax|float|Max temperature degrees C; tasmin|float|Min temperature degrees C; rainfall|float|Total rainfall mm; sun|float|Sunshine hours,"51.5,-0.1,2023-06-01,17.4,22.1,12.8,35.2,198.5; 51.4,-0.2,2023-06-01,17.2,21.9,12.5,38.1,201.0; 53.8,-1.5,2023-06-01,14.8,19.2,10.4,52.3,156.2","climate, weather, temperature, rainfall, sunshine, UK, environment, meteorology, grid, historical",snowflake,Medium,NetCDF format requires specialist tooling (Python xarray). CEDA free registration required. Current version HadUK-Grid v1.2.
London Fire Brigade Incident Records,lfb-incident-records,"Every incident attended by London Fire Brigade since January 2009 with location, type, and response details.","Comprehensive record of every incident attended by the London Fire Brigade since 1 January 2009. Covers fire incidents, special services (road traffic collisions, flooding, animal rescues), and false alarms. Each record includes incident date, type, borough, ward, postcode, property type, number of casualties, and pumping appliances deployed. Updated monthly. Over 2 million records to date. Essential for fire risk analysis, urban planning, and emergency service benchmarking.",Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/london-fire-brigade-incident-records,Open Government Licence v3.0,Monthly,"CSV, Excel",~2 million incidents since 2009,January 2009 to present,Greater London,Free bulk download,IncidentNumber|string|Unique incident identifier; DateOfCall|date|Date incident reported; CalYear|integer|Calendar year; HourOfCall|integer|Hour of call 0-23; IncidentGroup|string|High-level category e.g. Fire/Special Service/False Alarm; StopCodeDescription|string|Detailed incident type; Borough|string|London borough; Ward|string|Electoral ward; Postcode|string|Incident postcode; NumPumpsAttending|integer|Number of fire engines dispatched,"000001-2023,01/01/2023,2023,2,Special Service,Lift Release,Tower Hamlets,Bethnal Green,E2 6PQ,1; 000002-2023,01/01/2023,2023,3,False Alarm,Automatic False Alarm,Westminster,St James's,SW1A 2AA,1; 000003-2023,01/01/2023,2023,4,Fire,Primary Fire,Hackney,Hackney Central,E8 1LA,2","fire, incidents, London, emergency response, LFB, safety, borough, ward, rescue",both,High,Separate dataset for mobilisation records (individual appliance movements). 523 MB total download. Dashboard available on London Datastore for ward/postcode drill-down.
London Fire Brigade Mobilisation Records,lfb-mobilisation-records,"Every fire engine deployed to an LFB incident since 2009 including station, response times, and appliance details.","Detailed record of every fire engine (pumping appliance) sent to an LFB incident since January 2009. Includes the appliance type, station it was deployed from, turnout time, arrival time, and whether it was the first pump attending. Links to incident records via IncidentNumber. Enables analysis of response time compliance, station performance, and resource deployment patterns. Over 5 million mobilisation records.",Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/london-fire-brigade-mobilisation-records,Open Government Licence v3.0,Monthly,CSV,~5 million mobilisation records,January 2009 to present,Greater London,Free bulk download,IncidentNumber|string|Links to incident records; CalYear|integer|Calendar year; DateAndTimeMobilised|datetime|When appliance was mobilised; DateAndTimeArrived|datetime|When appliance arrived at scene; TurnoutTime|integer|Seconds from mobilisation to leaving station; TravelTime|integer|Seconds from leaving station to arriving; Resource_Code|string|Appliance identifier; DeployedFromStation_Name|string|Station name,"000001-2023,2023,01/01/2023 02:14:00,01/01/2023 02:19:00,45,285,C211,Bethnal Green; 000002-2023,2023,01/01/2023 03:22:00,01/01/2023 03:27:00,52,310,W111,Paddington","fire brigade, response times, mobilisation, stations, LFB, London, emergency services",both,Medium,Links to LFB Incident Records via IncidentNumber. Total download ~433 MB. Useful for response time benchmarking against national standards.
London Fire Brigade Home Fire Safety Visits,lfb-home-fire-safety-visits,Number of free home fire safety visits carried out by LFB across London boroughs each year.,"Annual and quarterly counts of home fire safety visits (HFSVs) carried out by the London Fire Brigade, broken down by London borough. HFSVs are free visits where LFB staff provide fire safety advice and install smoke alarms. Data covers the number of visits, smoke alarms fitted, and whether the household was considered vulnerable. Used to track prevention activity and borough-level targeting of at-risk households.",Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/home-fire-safety-visits,Open Government Licence v3.0,Quarterly,Excel,~32 boroughs x quarterly periods,2010 to present,Greater London,Free bulk download,Borough|string|London borough name; Year|integer|Financial year; Quarter|string|Quarter e.g. Q1 April-June; HFSVs_Total|integer|Total home fire safety visits; SmokeAlarmsInstalled|integer|Number of smoke alarms fitted; VulnerableHouseholds|integer|Visits to vulnerable households,"Hackney,2022/23,Q1,450,312,180; Tower Hamlets,2022/23,Q1,398,285,165; Westminster,2022/23,Q1,310,220,140","fire safety, home visits, smoke alarms, London, prevention, LFB, borough, vulnerable",snowflake,Low,Companion dataset to LFB Incident Records. Useful for correlating prevention activity with fire incidence rates.
London Fire Brigade Regulatory Fire Safety Inspections,lfb-regulatory-fire-safety-inspections,All regulatory fire safety inspections and enforcement actions by LFB under the Fire Safety Order since 2020.,"Monthly-updated list of fire safety inspections and enforcement visits carried out by LFB Inspecting Officers under the Regulatory Reform (Fire Safety) Order 2005. Covers premises visited, inspection type, enforcement notices issued, and outcome. Updated one month in arrears. Covers the last 5 years of inspection data. Useful for commercial property due diligence, insurance risk assessment, and building safety compliance.",Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/regulatory-fire-safety-inspections-and-audits,Open Government Licence v3.0,Monthly,CSV,"~10,000 inspections per year",2020 to present (rolling 5-year window),Greater London,Free bulk download,InspectionDate|date|Date of inspection; PremisesName|string|Name of premises inspected; PremisesAddress|string|Address of premises; Borough|string|London borough; InspectionType|string|Type of inspection e.g. Audit/Revisit; EnforcementAction|string|Action taken if any; Outcome|string|Result of inspection,"15/01/2024,City Tower Hotel,1 Tower Bridge Road,Southwark,Audit,None,Satisfactory; 20/01/2024,Canary Wharf Shopping Centre,Canada Square,Tower Hamlets,Enforcement Visit,Enforcement Notice,Non-compliant","fire safety, inspections, enforcement, commercial property, compliance, LFB, London, building safety",snowflake,Medium,Covers Regulatory Reform (Fire Safety) Order 2005 inspections only. Does not include domestic premises. Updated one month in arrears.
TfL Public Transport Journeys by Type,tfl-public-transport-journeys-by-type,Number of journeys on the London public transport network by TfL reporting period and mode since 2010.,"Total journeys on the TfL public transport network broken down by mode of transport: bus, Underground, DLR, Overground, Tram, Elizabeth line, and cable car. Data is provided by TfL reporting period (13 periods per year). Covers from period 1 2010/11 to present. Does not adjust for varying period lengths. Essential for tracking modal shift, post-COVID recovery, and demand trends across London's transport network.",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/public-transport-journeys-type-transport,Open Government Licence v3.0,Monthly,"Excel, CSV",~800 rows (period x mode),Period 1 2010/11 to present,Greater London,Free bulk download,Period|string|TfL reporting period e.g. 2023/24 P01; Journeys_Bus|integer|Bus journeys millions; Journeys_Underground|integer|Underground journeys millions; Journeys_DLR|integer|DLR journeys millions; Journeys_Overground|integer|Overground journeys millions; Journeys_ElizabethLine|integer|Elizabeth line journeys millions; Journeys_Tram|integer|Tram journeys millions,"2023/24 P01,163.4,35.2,9.8,14.1,22.3,3.1; 2023/24 P02,168.2,36.1,10.0,14.5,23.0,3.2; 2022/23 P13,155.0,31.8,9.1,12.9,18.4,2.9","transport, journeys, bus, underground, tube, TfL, London, modal, DLR, overground",both,High,Period lengths vary (P1 and P13 differ). Data not adjusted for period length differences. Useful for year-on-year comparison by period.
TfL Santander Cycle Hire Scheme,tfl-santander-cycle-hire,Total daily and monthly Santander Cycle Hire hires across London from launch in July 2010 to present.,"Total number of hires of the TfL Santander Cycle Hire Scheme (formerly Barclays Cycle Hire) by day, month, and year from launch on 30 July 2010 to present. Also includes individual journey data available via the TfL API and journey data archive, with start/end station, duration, and bike ID. The scheme has grown from 315 docking stations at launch to over 850. Used for active travel analysis and cycling infrastructure planning.",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/number-bicycle-hires,Open Government Licence v3.0,Monthly,"Excel, CSV","~5,000 rows (daily hires); ~100 million individual journeys in archive",30 July 2010 to present,Greater London,Free bulk download; journey-level data at cycling.data.tfl.gov.uk,Date|date|Calendar date; NumberOfHires_Day|integer|Total hires that day; NumberOfHires_Month|integer|Total hires that month; NumberOfHires_Year|integer|Total hires that calendar year,"01/07/2023,28450,,,; 01/08/2023,31200,,,; 2023,,,,12456789","cycling, bike hire, Santander, TfL, London, active travel, Barclays, docking stations",both,Medium,"Aggregate daily counts in this dataset. Individual journey data (start/end dock, duration, bike ID) available separately at cycling.data.tfl.gov.uk/usage-stats/."
TfL Congestion Charge Zone Camera Captures,tfl-congestion-charge-camera-captures,Monthly ANPR camera captures and confirmed vehicles seen in the London Congestion Charge Zone from 2010.,"Monthly counts of Automatic Number Plate Recognition (ANPR) camera captures and confirmed unique vehicles seen in the London Congestion Charge Zone during charging hours. Camera captures from July 2010; confirmed vehicle counts from October 2016. Captures represent individual plate reads; confirmed vehicles are unique daily vehicle counts. Useful for traffic flow analysis, compliance monitoring, and urban mobility research.",Transportation,Transport for London (TfL),https://data.london.gov.uk/dataset/camera-captures-and-confirmed-vehicles-congestion-charge-zone,Open Government Licence v3.0,Monthly,Excel,~150+ months of data,July 2010 to present (captures); October 2016 to present (confirmed vehicles),Greater London — Congestion Charge Zone,Free bulk download,Month|string|Reference month e.g. Jul-2023; CameraCaptures|integer|Total ANPR camera captures during charging hours; ConfirmedVehicles|integer|Unique confirmed vehicles seen in CCZ per day average,"Jul-2023,8450000,62000; Aug-2023,7980000,58500; Sep-2023,8720000,64200","congestion charge, ANPR, traffic, London, vehicles, CCZ, TfL, cameras, urban mobility",snowflake,Medium,Does not include ULEZ or LEZ camera data. Captures count individual reads; confirmed vehicles count unique daily entries.
TfL Unified API,tfl-unified-api,"Real-time and timetabled data across all TfL modes including arrivals, stops, disruptions, journey planning, and fares.","TfL's open REST API providing unified access to data across all transport modes: bus, Tube, DLR, Overground, Elizabeth line, Tram, River Bus, National Rail within London, and cycling. Endpoints cover live arrivals, stop information, disruptions, journey planning, fare calculations, and road traffic disruptions. Rate limited to 500 requests per minute with free registration. Used by thousands of third-party apps. Data returned as structured JSON.",Transportation,Transport for London (TfL),https://api.tfl.gov.uk/,Open Government Licence v3.0,Real-time,"REST API, JSON",~11 million stop visits per day,Real-time; historical data limited,Greater London,Free API — registration recommended for higher rate limits,id|string|Line or stop identifier; name|string|Stop or line name; vehicleId|string|Vehicle identifier; timeToStation|integer|Seconds until arrival; towards|string|Destination display text; currentLocation|string|Last known location; expectedArrival|datetime|Expected arrival ISO8601; modeName|string|Transport mode,"{""id"":""490003029W"",""name"":""Aldwych"",""vehicleId"":""LT23"",""timeToStation"":90,""towards"":""Liverpool Street"",""modeName"":""bus""}","TfL, transport, API, bus arrivals, tube, London, real-time, journey planner, disruptions",api,High,Swagger UI at https://api.tfl.gov.uk/swagger/ui. Register at api-portal.tfl.gov.uk. Some endpoints require paid subscription for higher volumes. Historical timetable bulk data also available separately.
UK Power Networks Interruptions Incentive Scheme,ukpn-interruptions-incentive-scheme,"Detailed data on UK Power Networks unplanned power fault events in London, East and South East England.","UK Power Networks publishes detailed unplanned fault data under the Ofgem Interruptions Incentive Scheme (IIS), covering its distribution network across London, the East of England, and the South East. Each record includes fault start/end time, number of customers affected, restoration stages, cause, and main equipment involved. Useful for energy infrastructure analysis, resilience planning, and supply reliability research.",Energy,UK Power Networks,https://data.london.gov.uk/dataset/interruptions-incentive-scheme,Open Government Licence v3.0,Quarterly,"Excel, CSV","~50,000 fault events per year",2015 to present,"London, East of England, South East England",Free bulk download,FaultDate|date|Date fault occurred; FaultStartTime|datetime|Fault start timestamp; FaultEndTime|datetime|Fault restoration timestamp; CustomersAffected|integer|Number of customers interrupted; CauseCode|string|Cause of interruption; EquipmentType|string|Type of equipment involved; LicenceArea|string|UKPN licence area; ExcludedFromIIS|boolean|Whether excluded from scheme metrics,"15/03/2023,15/03/2023 14:23,15/03/2023 16:45,450,Third Party Interference,HV Cable,Eastern,No; 20/03/2023,20/03/2023 09:10,20/03/2023 11:30,1200,Equipment Failure,Transformer,London,No","power, electricity, network, faults, interruptions, UKPN, London, energy, Ofgem, reliability",snowflake,Medium,IIS scheme measures customer interruptions (CI) and customer minutes lost (CML). Data covers all three UKPN licence areas. Companion datasets include LCT connected data and DFES scenarios.
UK Power Networks Low Carbon Technologies Connected,ukpn-low-carbon-technologies,"Volume of domestic low carbon technologies (EVs, solar, heat pumps) connected to UK Power Networks grid by LSOA.","Dataset from UK Power Networks showing volumes of domestic low carbon technology (LCT) connections for both generation and demand devices under 1MW, broken down by Lower Super Output Area (LSOA). Covers EV chargers, solar PV, battery storage, and heat pumps. Used for electric vehicle adoption analysis, grid planning, net zero progress monitoring, and energy transition research.",Energy,UK Power Networks,https://data.london.gov.uk/dataset/low-carbon-technologies-lct-connected-lsoa,Open Government Licence v3.0,Annual,"Excel, CSV","~30,000 LSOAs",2015 to present,"London, East of England, South East England",Free bulk download,LSOA_Code|string|ONS LSOA code; LSOA_Name|string|LSOA name; EV_Connections|integer|Number of EV charger connections; Solar_PV_Connections|integer|Number of solar PV installations; Battery_Storage_Connections|integer|Number of battery storage installations; HeatPump_Connections|integer|Number of heat pump installations,"E01000001,City of London 001A,45,120,8,12; E01000002,City of London 001B,38,95,5,9; E01001234,Hackney 012A,72,145,14,18","EV, electric vehicles, solar PV, heat pumps, low carbon, UKPN, energy transition, LSOA, net zero",snowflake,Medium,Generation and demand connections reported separately. Sub-1MW only. Companion to UKPN DFES scenario forecasts.
UK Power Networks Distribution Future Energy Scenarios,ukpn-distribution-future-energy-scenarios,"Granular scenario-based forecasts for EVs, heat pumps, and renewable generation across UKPN's network to 2050.","The Distribution Future Energy Scenarios (DFES) from UK Power Networks provide long-term granular forecasts for key net zero drivers across the UKPN distribution network. Covers EV adoption, heat pump penetration, solar PV generation, battery storage, and district heat networks across multiple scenarios (Leading the Way, Consumer Transformation, Steady Progression). Granular to substation and LSOA level. Published annually.",Energy,UK Power Networks,https://data.london.gov.uk/dataset/distribution-future-energy-scenarios,Open Government Licence v3.0,Annual,Excel,"~30,000 LSOAs x 3 scenarios x 30 forecast years",2023 to 2050 (forecast); actuals from 2015,"London, East of England, South East England",Free bulk download,LSOA_Code|string|ONS LSOA geography code; Scenario|string|Scenario name e.g. Leading the Way; Year|integer|Forecast year; EV_Demand_kW|decimal|Forecast EV peak demand kW; HeatPump_Demand_kW|decimal|Forecast heat pump peak demand kW; Solar_Generation_kW|decimal|Forecast solar PV generation kW,"E01000001,Leading the Way,2030,850,420,310; E01000001,Steady Progression,2030,520,280,285; E01001234,Consumer Transformation,2035,1200,680,420","energy forecasting, EV, heat pumps, solar, net zero, scenarios, UKPN, distribution, grid, 2050",snowflake,Medium,Aligned with National Grid ESO Future Energy Scenarios. Published annually with updated assumptions. Useful for local authority and DNO planning.
Metropolitan Police Service Street-Level Crime Data,met-police-street-level-crime,"All crimes recorded by the Metropolitan Police Service by type, ward, and month from 2010 to present.","Monthly crime data for the Metropolitan Police Service area covering all 33 London boroughs, broken down by crime type, borough, and ward. Includes offences such as burglary, vehicle crime, violence, robbery, and drug offences. Data published via data.police.uk and the London Datastore. Also available at the individual street segment level via the police.uk API and bulk CSV downloads. Over 10 million records from 2010.",Public Safety,Metropolitan Police Service,https://data.london.gov.uk/dataset/metropolitan-police-service-recorded-crime-geographic-breakdown,Open Government Licence v3.0,Monthly,"CSV, Excel",~10 million records since 2010,January 2010 to present,Greater London,Free bulk download,LookUp_BoroughName|string|London borough name; LookUp_WardName|string|Electoral ward name; MonthYear|string|Reference month e.g. 202301; MajorText|string|Major crime category; MinorText|string|Minor crime sub-category; Count|integer|Number of offences recorded,"Hackney,Hackney Central,202301,Violence,Harassment,145; Tower Hamlets,Bethnal Green,202301,Theft,Theft from Motor Vehicle,67; Westminster,St James's,202301,Burglary,Residential Burglary,32","crime, police, Metropolitan Police, London, borough, ward, burglary, violence, theft",both,High,Also available at street segment level via data.police.uk/data (CSV) and API. MPS also publishes stop and search data separately.
GLA London Plan Annual Monitoring Report Data,gla-london-plan-annual-monitoring-report,"Annual data tables tracking delivery of the London Plan policies across housing, employment, environment, and transport.","Annual Monitoring Report (AMR) data tables published by the GLA tracking performance against London Plan policies. Covers housing starts and completions, affordable housing delivery, employment floorspace, green infrastructure, air quality, and transport modal share by borough. Each AMR covers one financial year. Data tables in Excel with consistent borough-level breakdowns going back to 2004. Essential for planning research and local authority benchmarking.",Planning,Greater London Authority (GLA),https://data.london.gov.uk/dataset/london-plan-amr-data-tables,Open Government Licence v3.0,Annual,Excel,~33 boroughs x 50+ indicators x 20 years,2004/05 to present,Greater London,Free bulk download,Borough|string|London borough name; Indicator|string|London Plan indicator reference; IndicatorDescription|string|Description of the indicator; Value|decimal|Reported value; Unit|string|Unit of measurement; Year|string|Financial year e.g. 2023/24,"Hackney,H1,Net additional homes,2456,units,2023/24; Tower Hamlets,H2a,Affordable homes completed,890,units,2023/24; Southwark,H3,Housing starts,3100,units,2023/24","planning, London Plan, housing, employment, AMR, monitoring, GLA, borough, development",snowflake,Medium,AMR 21 covers 2023/24. Published in arrears approximately 12 months after financial year end. Companion to GLA Housing in London Evidence Base.
