title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
London LSIP refresh – early analysis and materials for SRPs (2025–26),2o4kg,Early analysis prepared for the 2025–26 refresh of London’s Local Skills Improvement Plan (LSIP). These materials have been provided to support LSIP...,"Early analysis prepared for the 2025–26 refresh of London’s Local Skills Improvement Plan (LSIP). These materials have been provided to support LSIP development, particularly for London’s sub-regional partnerships (SRPs). The analysis uses SRP-level data wherever robust estimates are available, and London-level data where local detail is not possible. This ensures full coverage while reflecting data limitations. The materials include sector slide decks and workbooks covering jobs and business data, online job postings, job quality, and workforce indicators. The content reflects data available at the time and may be updated as new information becomes available. Last updated : 4 December 2025 (resident and workforce profile workbooks added; slides updated with SRP-level workforce profile dat",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2o4kg,UNKNOWN,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"jobs, skills",snowflake,Medium,Topics: employment-and-skills. Last updated: 2026-02-09.
Borough by sector employee jobs,emqdl,This dataset provides experimental estimates of borough-by-sector employee jobs in London. It provides a time series consistent with ONS Workforce Jobs data...,This dataset provides experimental estimates of borough-by-sector employee jobs in London. It provides a time series consistent with ONS Workforce Jobs data where this would not otherwise be available. The latest workbook provides employee jobs estimates for the period 1971-2023. The estimates are modelled from Business Register and Employment Survey (BRES) and Workforce Jobs (WFJ) data published by the Office for National Statistics (ONS). The methodology is summarised in the ‘cover’ sheet of the latest xlsx workbook. A csv datafile is also provided.,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/emqdl,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Annual,"CSV, SPREADSHEET",UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, jobs, borough, sector, Sectors, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2026-02-05.
GLA Adult Skills Fund,2n1o3,"From 1 August 2019, the Secretary of State for Education delegated responsibility for the commissioning, delivery, and management of London’s Adult...","From 1 August 2019, the Secretary of State for Education delegated responsibility for the commissioning, delivery, and management of London’s Adult Education Budget (AEB) to the Mayor of London. In early 2020, the AEB Mayoral Board agreed that AEB programme data should be published following the Department for Education’s Further Education and Skills data publication and in line with the UK Code of Practice for Official Statistics (which the Greater London Authority has signed up to on a voluntary basis). In August 2024, the AEB changed to the Adult Skills Fund (ASF). As a result, it is not possible to directly compare this year’s data with participation and enrolment to previous years under the AEB. The GLA ASF data publication below provides information on adult (aged 19+) GLA-funded Fur",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2n1o3,UNKNOWN,Six-monthly,"HTML, PDF, SPREADSHEET, ZIP",UNKNOWN,2024-08 to 2027-08,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"Skills and Employment, adult education, skills for londoners, skills, further education, free courses for jobs, adult skills",snowflake,Medium,Topics: employment-and-skills. Last updated: 2026-01-19.
Workforce Jobs,2w9my,Workforce Jobs (WFJ) is a quarterly measure of the number of jobs in the UK and is the preferred measure of the change in jobs by industry. It is a compound...,"Workforce Jobs (WFJ) is a quarterly measure of the number of jobs in the UK and is the preferred measure of the change in jobs by industry. It is a compound source that draws on a range of employer surveys, household surveys and administrative sources. WFJ is the sum of employee jobs measured primarily by employer surveys, self-employment jobs from the Labour Force Survey, and government-supported trainees and Her Majesty's Forces from administrative sources. The spreadsheet shows change since last quarter and last year, with graphs displaying these trends. Data is available by industry from NOMIS WEB. Data back to Sep 1981 available for the UK, and back to March 1996 for UK regions (included in spreadsheet). Seasonally adjusted. The figures in this dataset are adjusted to compensate for s",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2w9my,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,"CSV, SPREADSHEET",UNKNOWN,2005-03 to 2025-09,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"jobs, workplace, employment, employees, workforce, self-employed, industry",snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-12-18.
Apprenticeship Statistics for London,246qn,This page presents analysis and data related to skills and employment in London Note on data sources and interpretation: The analysis is not intended to be...,"This page presents analysis and data related to skills and employment in London Note on data sources and interpretation: The analysis is not intended to be comprehensive or exhaustive. It is a snapshot analysis of key data as it pertains to London. The analysis does not represent the full body of evidence on which Mayoral Policies are, or will be, based. Outputs should be triangulated with other sources of information and analysis to develop a rounded statistical picture of specific policy issues.",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/246qn,UNKNOWN,Unknown,HTML,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"apprenticeships, skills for londoners, Skills and Employment, local authority, young-people, skills, dashboard, data, borough-economic, apprentices, further education",snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-12-03.
"Earnings by gender, and full-time/part-time",2og7n,"This dataset provides information about earnings of employees who are working in an area, who are on adult rates and whose pay for the survey pay-period was...","This dataset provides information about earnings of employees who are working in an area, who are on adult rates and whose pay for the survey pay-period was not affected by absence. Tables provided here include total hourly earnings (excluding overtime), with breakdowns by gender, and full-time/part-time status, with median, mean and earnings distribution for the London region. These are provided annually in nominal terms dating from 1997. The earnings information presented relates to pay before tax, National Insurance or other deductions. These National Statistics are produced to high professional standards and released according to the arrangements approved by the UK Statistics Authority. The Annual Survey of Hours and Earnings (ASHE) provides information about the levels, distribution a",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2og7n,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,1997-12 to 2025-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-12-01.
"Earnings by Workplace, Borough",vq846,"This dataset provides information about earnings of employees who are working in an area, who are on adult rates and whose pay for the survey pay-period was...","This dataset provides information about earnings of employees who are working in an area, who are on adult rates and whose pay for the survey pay-period was not affected by absence. Tables provided here include total gross weekly earnings, and full time weekly earnings with breakdowns by gender, and annual median, mean and lower quartile earnings by borough and UK region. These are provided both in nominal and real terms. Real earnings figures are on sheets labelled ""real"", are in 2016 prices, and calculated by applying ONS’s annual CPI index series for April to ASHE data. Annual Survey of Hours and Earnings (ASHE) is based on a sample of employee jobs taken from HM Revenue & Customs PAYE records. Information on earnings and hours is obtained in confidence from employers. ASHE does not cov",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/vq846,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,1981-01 to 2025-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"men, sex, salary, workplace, women, pay, income, long-term, trends, earnings, gender, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-11-20.
Employment Rates by Disability,2yjl7,"This table shows working age population that has a disability and Employment, unemployment, economic activity and inactivity rates by disability (includes...","This table shows working age population that has a disability and Employment, unemployment, economic activity and inactivity rates by disability (includes Equalities Act Core disabled, DDA & work-limiting disabled) The definition of ‘disability’ under the Equality Act 2010 shows a person has a disability if: - they have a physical or mental impairment - the impairment has a substantial and long-term adverse effect on their ability to perform normal day-to-day activities For the purposes of the Act, these words have the following meanings: - 'substantial' means more than minor or trivial - 'long-term' means that the effect of the impairment has lasted or is likely to last for at least twelve months (there are special rules covering recurring or fluctuating conditions) - 'normal day-to-day a",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2yjl7,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2005-01 to 2024-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"disability, unemployment, economic-inactivity, employment, employment-status, gender, economic-activity, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-10-27.
Inclusive Talent Strategy Supporting Evidence,e70mq,"The Inclusive Talent Strategy (ITS) sets out our vision for a fairer, more inclusive approach to workforce development across London. To ensure the strategy...","The Inclusive Talent Strategy (ITS) sets out our vision for a fairer, more inclusive approach to workforce development across London. To ensure the strategy is grounded in robust insight and reflects the voices of Londoners and businesses, we have compiled a comprehensive set of supporting materials on this page. Evidence Base: The detailed evidence base draws on a wide range of data sources and literature. The document was used to support the development of the ITS and Get London Working Plan and provides insights into current inequalities in labour market outcomes, barriers faced by underrepresented groups, and opportunities to improve access to good work. Consultation Summary: The GLA and London Councils engaged extensively with stakeholders across London to shape the strategy. The cons",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e70mq,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: employment-and-skills, health, income-poverty-welfare, business-and-economy, young-people. Last updated: 2025-10-23."
Inequalities in the London labour market,vdxkl,,UNKNOWN,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/vdxkl,UNKNOWN,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-10-23.
