title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Government Consultation Response to Level 2 and Below Qualifications in England,2961j,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1111512/Review_of_post_16_Qualifications_at_L2_and_below_-_Go...,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1111512/Review_of_post_16_Qualifications_at_L2_and_below_-_Government_Consultation_Response_-_Oct_2022.pdf,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2961j,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Country,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"Level 2 and below qualifications in England, Skills and Employment",snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-11-14.
Model Based Unemployment Estimates,vq8o6,"The Office for National Statistics (ONS) has jointly developed with Professor Ray Chambers of the University of Southampton, a new modelling methodology to...","The Office for National Statistics (ONS) has jointly developed with Professor Ray Chambers of the University of Southampton, a new modelling methodology to produce modelled estimates of unemployment levels and rates on the International Labour Organisation (ILO) definition for local authority districts and unitary authorities (LAD/UAs). The unemployed population consists of those people out of work, who are actively looking for work and are available to start immediately. The data are taken from the Annual Population Survey, produced by the Office for National Statistics. The unemployment rate is based on persons aged 16 and over. The methodology is on the ONS website . Regional level data can also be found on the ONS website.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/vq8o6,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,SPREADSHEET,UNKNOWN,2004-01 to 2021-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"gender, employment-status, economic-inactivity, employment, unemployment, economic-activity, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-08-09.
Social prescribing into adult education in London research and toolkit,2gjdw,The Greater London Authority (GLA) commissioned Learning and Work Institute to undertake a mapping exercise of social prescribing to adult education to...,"The Greater London Authority (GLA) commissioned Learning and Work Institute to undertake a mapping exercise of social prescribing to adult education to improve Londoners’ mental health. This report focuses on how social prescribing to adult education works in London, the challenges faced and ways to improve it. The Learning the way to improve mental health and wellbeing guide accompanies the Social prescribing into adult education in London research. This guide aims to bring health and social care services and adult education providers closer together and is both for managers and practitioners who provide social prescribing and who provide adult education.",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2gjdw,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-04-28.
Skills for Londoners Strategy Local Skills Report and Annexes,2l1p8,The Skills for Londoners Board has published its first Local Skills Report. The report presents an overview of London’s skills landscape and an assessment...,"The Skills for Londoners Board has published its first Local Skills Report. The report presents an overview of London’s skills landscape and an assessment of progress with the Skills for Londoners Strategy, before concluding with a forward look. We expect the November iteration of the report to have more comprehensive coverage of the work of the London Recovery Board in its response to the impact of the COVID-19 pandemic on London’s skills sector.",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2l1p8,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"skills for londoners, Skills and Employment",snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-01-25.
Skills for Londoners Framework Consultation,2w4dz,"Alongside the Skills for Londoners Strategy, in 2018 the Mayor published his Skills for Londoners Framework. The Framework outlines how the objectives of...","Alongside the Skills for Londoners Strategy, in 2018 the Mayor published his Skills for Londoners Framework. The Framework outlines how the objectives of the Strategy will be delivered in the context of the devolution of the Adult Education Budget (AEB) in London to the Mayor from the academic year 2019-20, transferring responsibility from the Department for Education for the delivery of adult education provision to London’s residents. It sets out the implementation plans for the AEB, as well as the European Social Fund (ESF) and the Skills for Londoners Capital Fund. The Framework is consulted on annually as changes to the AEB are made. The annual consultation reports can be found below. Please also find the Skills for Londoners Strategy evidence base, which supports the Skills for London",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2w4dz,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"skills, employment",snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-01-25.
Digital Talent Programme research and resources,e6yzz,A range of reports that helped shape the development and direction of the Mayor's Digital Talent programme .,A range of reports that helped shape the development and direction of the Mayor's Digital Talent programme .,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e6yzz,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"skills for londoners, Skills and Employment",snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-01-25.
London Adult Community Learning Review Report,2w17n,A 2017 report making recommendations for developing a long-term plan for Adult Community Learning in London.,A 2017 report making recommendations for developing a long-term plan for Adult Community Learning in London.,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2w17n,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"skills for londoners, Skills and Employment",snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-01-25.
Mapping ESOL Provision in Greater London,23jw1,"In February 2017, Learning and Work was commissioned by the Greater London Authority to undertake a mapping exercise of formal and informal provision of...","In February 2017, Learning and Work was commissioned by the Greater London Authority to undertake a mapping exercise of formal and informal provision of English for Speakers of Other Languages (ESOL) in London, and undertake work to identify the language learning needs of resettled Syrian refugees in London. This work aims to support London boroughs participating in the resettlement of Syrian refugees to provide appropriate ESOL learning to resettled adult Syrian refugees, and will contribute to the wider development of ESOL policy in London. It takes place at a time of considerable recent developments in skills policy in London, such as the anticipated devolution of the Adult Education Budget to the Mayor of London by 2019 and a recent review of Adult Community Learning. This report, the ",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/23jw1,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"skills for londoners, skills, ESOL, adult education, Skills and Employment",snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-01-25.
Higher Level Skills in London,e75qx,"This research, commissioned by the GLA and undertaken by RCU, establishes a stronger evidence base regarding the place and value of higher level skills...","This research, commissioned by the GLA and undertaken by RCU, establishes a stronger evidence base regarding the place and value of higher level skills (courses, apprenticeships, and qualifications at levels 4 and 5) in London. The research highlighted the small, uneven and unstable nature of provision at Levels 4 and 5. Across the capital, there are few examples of centres with large numbers or dedicated specialisms at these levels. Overall participation by London residents in courses has decreased in recent years. The volume joining apprenticeships has increased, albeit from a low base. The representation of levels 4 and 5 in selected priority areas was also mapped through the research: tech and digital, culture and creative, health and social care, low carbon and environmental, and adva",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e75qx,UNKNOWN,Unknown,PDF,UNKNOWN,2020-10 to present,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,Skills and Employment,snowflake,Medium,Topics: employment-and-skills. Last updated: 2022-01-25.
"Workplace Employment by Public/Private Sector, Borough",29j6q,Table showing numbers of people who work in an area by public/private sector and whether full-time or part-time. Data from Business Register Employment...,"Table showing numbers of people who work in an area by public/private sector and whether full-time or part-time. Data from Business Register Employment Survey (BRES, ONS) Employment is defined as employees plus working proprietors Figures may not add up due to rounding. Figures are rounded to the nearest thousand and to one decimal place. For example 2.4 is equal to 2,400 employment, and represents a figure in the range 2,350 - 2,449. Employees - An employee is anyone aged 16 years or over that an organisation directly pays from its payroll(s), in return for carrying out a full-time or part-time job or being on a training scheme. It excludes voluntary workers, self-employed and working owners who are not paid via PAYE Working Proprietors are sole traders, sole proprietors, partners and dir",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/29j6q,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2009-01 to 2019-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"lambeth, hammersmith-and-fulham, richmond-upon-thames, barnet, waltham-forest, barking-and-dagenham, westminster, harrow, redbridge, croydon, private, greenwich, southwark, newham, tower-hamlets, hillingdon, ealing, public, wandsworth, city-of-london, merton, hounslow, islington, bexley, brent, sector, havering, enfield, hackney, hours, bromley, employment, workplace, camden, kingston-upon-thames, sutton, kensington-and-chelsea, lewisham, haringey, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2021-01-26.
