title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Infrastructure upgrades,246p6,This list provides details of current plans (as stated in the Development Proposals of the last LTDS publication) for the development of UK Power Networks'...,This list provides details of current plans (as stated in the Development Proposals of the last LTDS publication) for the development of UK Power Networks' three licence areas over the next five years. The LTDS is updated twice a year: end of May; and end of November. The plans are subject to change in both their content and timing. All the schemes listed provide an increase in network capacity. Projects which have only an asset replacement element are excluded. More information and full reports are available from the landing page below: Long Term Development Statement and Network Development Plan Landing Page Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: https://ukpowernetworks.opendatasoft.com/pages/glossary/,Other,UK Power Networks,https://data.london.gov.uk/dataset/246p6,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Six-monthly,HTML,UNKNOWN,UNKNOWN,20 Metre Grid,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"upgrade, infrastructure, power, electricity, substation, capacity",snowflake,Medium,"Topics: business-and-economy, championing-london, demographics, environment, housing, income-poverty-welfare, planning, transport. Last updated: 2023-10-26."
Primary Substation Feeding Areas,emxz5,A shapefile containing the postcode areas supplied by primary substations. Definitions of key terms related to this dataset can be found in the Open Data...,A shapefile containing the postcode areas supplied by primary substations. Definitions of key terms related to this dataset can be found in the Open Data Portal Glossary: https://ukpowernetworks.opendatasoft.com/pages/glossary/,Other,UK Power Networks,https://data.london.gov.uk/dataset/emxz5,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,One off,HTML,UNKNOWN,UNKNOWN,1km Grid Squares,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"power, energy, electricity, substation",snowflake,Medium,"Topics: business-and-economy, environment, planning, transport. Last updated: 2023-10-26."
Distribution Network Options Assessment,2r7m4,"The DNOA output shows future network constraints, the recommended solution and the current status in the solution progress. It indicates when, where and at...","The DNOA output shows future network constraints, the recommended solution and the current status in the solution progress. It indicates when, where and at what volume flexibility services will be required in the next few years. This dataset will be updated annually by the end of the first quarter each year. You can find out more information about our methodology here : Distribution Network Options Assessment (DNOA) (ukpowernetworks.co.uk)",Other,UK Power Networks,https://data.london.gov.uk/dataset/2r7m4,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Annual,HTML,UNKNOWN,UNKNOWN,20 Metre Grid,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"energy, power, substation, infrastructure, upgrade, flexibility",snowflake,Medium,"Topics: business-and-economy, environment, planning, transparency. Last updated: 2023-10-26."
Underutility,29z50,Percentage of recent graduates and non-recent graduates working in non-graduate roles in London and UK. This dataset is one of the Greater London...,Percentage of recent graduates and non-recent graduates working in non-graduate roles in London and UK. This dataset is one of the Greater London Authority's measures of Economic Fairness. Click here to find out more.,Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/29z50,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2011-01 to 2022-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,economic-fairness,snowflake,Medium,"Topics: business-and-economy, employment-and-skills. Last updated: 2023-09-12."
Insecure Employment,2r494,Number and rate of those aged 16 and over in insecure employment by place of work. This dataset is one of the Greater London Authority's measures of...,Number and rate of those aged 16 and over in insecure employment by place of work. This dataset is one of the Greater London Authority's measures of Economic Fairness. Click here to find out more.,Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2r494,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2018-01 to 2022-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,economic-fairness,snowflake,Medium,"Topics: business-and-economy, employment-and-skills. Last updated: 2023-07-14."
2021 census wards labour market,2lw9m,,UNKNOWN,Other,Census Information Scheme,https://data.london.gov.uk/dataset/2lw9m,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"CSV, SPREADSHEET",UNKNOWN,UNKNOWN,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"population, census, employment",snowflake,Medium,"Topics: business-and-economy, demographics. Last updated: 2023-06-28."
Macroeconomic scenarios for London's economy post COVID-19,2oxl6,The main aim of this work is to develop a set of high level macro economic scenarios for the medium-term (to the end of 2022) and for the long-term (to...,"The main aim of this work is to develop a set of high level macro economic scenarios for the medium-term (to the end of 2022) and for the long-term (to 2030) in order to inform the development of recovery strategies in London, reflecting unprecedented uncertainty on the economic outlook. The primary scenario dimensions include Effectiveness/nature of public health response and Effectiveness/impact of economic support measures. Other scenario dimensions include: Brexit and migration; International economic context; Technology and innovation; Financial climate; Political economy; Economic Geography and GHG emissions. This is an agile project - GLA Economics will continue to track actual data in order to review the assessment of the likelihood of alternative scenario outcomes. Successive upda",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2oxl6,UNKNOWN,Bi-monthly,PDF,UNKNOWN,2020-07 to 2023-06,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"scenarios, projections, economic activity, recovery, COVID-19",snowflake,Medium,"Topics: business-and-economy, covid-19, employment-and-skills, planning. Last updated: 2023-06-20."
British National (Overseas) statistics,2ypm7,This briefing summarises trends in applications for the (BN(O) route since it was introduced on 31 January 2021 until the end of March 2023.,This briefing summarises trends in applications for the (BN(O) route since it was introduced on 31 January 2021 until the end of March 2023.,Other,GLA Demography,https://data.london.gov.uk/dataset/2ypm7,UNKNOWN,One off,"CSV, HTML",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, demographics, planning. Last updated: 2023-06-06."
National Insurance number (NINo) allocations statistics,2w4g8,This briefing summarises trends in National Insurance number applications from London residents since 2016. It examines the most frequent nationalities...,"This briefing summarises trends in National Insurance number applications from London residents since 2016. It examines the most frequent nationalities represented in recent data, and compares these nationalities with those applying from the whole of the UK.",Other,GLA Demography,https://data.london.gov.uk/dataset/2w4g8,UNKNOWN,One off,"CSV, HTML",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, demographics, employment-and-skills, planning. Last updated: 2023-06-06."
European Union Settlement Scheme (EUSS) statistics,e56dg,"This report summarises trends in new applications for the EUSS, outcomes from applications, the most frequent nationalities of London residents applying,...","This report summarises trends in new applications for the EUSS, outcomes from applications, the most frequent nationalities of London residents applying, and the distribution across London of number of applications and major origin nationalities.",Other,GLA Demography,https://data.london.gov.uk/dataset/e56dg,UNKNOWN,One off,"CSV, HTML",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, demographics, planning. Last updated: 2023-06-06."
