title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
"Employment by Self-Employed, Full time and Part time and Gender, Borough",2n8jn,Employment rates broken down by whether self-employed and whether full or part-time. Data in this set are also broken down by gender. The data are taken...,"Employment rates broken down by whether self-employed and whether full or part-time. Data in this set are also broken down by gender. The data are taken from the Annual Population Survey (APS), produced by the Office for National Statistics.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2n8jn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2005-01 to 2024-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, economic-activity, unemployment, economic-inactivity, gender, employment-status, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-04-28.
Employment Gaps,e6w50,"Difference in employment rate between gender, ethnic groups and disability status. The following employment gaps are covered: Male - Female gap Non-disabled...","Difference in employment rate between gender, ethnic groups and disability status. The following employment gaps are covered: Male - Female gap Non-disabled - Disabled gap (also split by gender) White - All ethnic minority gap (also split by gender) White - Mixed ethnicity gap (also split by gender) White - Indian gap (also split by gender) White - Pakistani/Bangladeshi gap (also split by gender) White - Black/Black British gap (also split by gender) White - Other ethnicities gap (also split by gender) This dataset is one of the Greater London Authority's measures of Economic Fairness. Click here to find out more.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/e6w50,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2004-01 to 2024-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,economic-fairness,snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-04-28.
"Average Income of Tax Payers, Borough",2g1nq,Mean and Median Income (Personal incomes by tax year) from the Survey of Personal Incomes by HMRC. These are estimates based on a survey and should be...,"Mean and Median Income (Personal incomes by tax year) from the Survey of Personal Incomes by HMRC. These are estimates based on a survey and should be treated with caution. They are based on the Survey of Personal Incomes (SPI) an annual sample survey of HMRC records for individuals who could be liable to UK Income Tax. Further data on self-employment income, employment income, pension income and total tax are available from the HMRC website. Link to HMRC website .",Demographics,HM Revenue & Customs,https://data.london.gov.uk/dataset/2g1nq,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"PDF, SPREADSHEET",UNKNOWN,1999-04 to 2023-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"earnings, income, salary, tax, pay, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-03-12.
GLA Adult Education Budget,e19p8,"From 1 August 2019, the Secretary of State for Education delegated responsibility for the commissioning, delivery, and management of London’s Adult...","From 1 August 2019, the Secretary of State for Education delegated responsibility for the commissioning, delivery, and management of London’s Adult Education Budget (AEB) to the Mayor of London. In early 2020, the AEB Mayoral Board agreed that AEB programme data should be published following the Department for Education’s Further Education and Skills data publication and in line with the UK Code of Practice for Official Statistics (which the Greater London Authority has signed up to on a voluntary basis). This GLA AEB data publication provides information on adult (aged 19+) GLA-funded Further Education, comprising Education and training and Community learning (excluding apprenticeships, traineeships, advanced learner loans, the offender learning and skills service, and education and train",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e19p8,UNKNOWN,Six-monthly,"HTML, PDF, SPREADSHEET, ZIP",UNKNOWN,2019-08 to 2024-01,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,Skills and Employment,snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-02-05.
Community Outreach Programme Evaluation 2023-24,e76qx,ICF Consulting Services Ltd were commissioned to undertake an Evaluation of The Community Outreach Programme. The evaluation aims to assess the outcomes and...,"ICF Consulting Services Ltd were commissioned to undertake an Evaluation of The Community Outreach Programme. The evaluation aims to assess the outcomes and impacts of The Community Outreach Programme for the 2023-24 period. The Community Outreach Programme was designed to enhance adult education and skills provision in London, focusing on underserved communities. The programme funded 28 community organisations with an annual turnover of less than £500,000 to deliver various activities that engage and support Londoners into adult education. The turnover threshold was specifically intended to encourage smaller community organisations to apply. The programme ran between October 2023 and August 2024. Furthermore, the Programme was partly funded by London Multiply to ensure programme activity ",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e76qx,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: employment-and-skills. Last updated: 2025-01-20.
Employment Rates by Ethnicity,2yj07,"Employment Rate by broad ethnic groups - Indian, Bangladeshi/Pakistani, Black, Mixed, White and Other; and BAME total for each year since 2004. The data are...","Employment Rate by broad ethnic groups - Indian, Bangladeshi/Pakistani, Black, Mixed, White and Other; and BAME total for each year since 2004. The data are taken from the Annual Population Survey (APS), produced by the Office for National Statistics.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2yj07,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2004-01 to 2023-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"ethnic-group, gender, group, employment-status, economic-activity, economic-inactivity, unemployment, young, age, borough-economic",snowflake,Medium,"Topics: employment-and-skills, young-people. Last updated: 2025-01-09."
"Earnings by Place of Residence, Borough",2z0rk,"Gross earnings per head: by place of residence from the Annual Survey of Hours and Earnings (ASHE), ONS. This data set provides information about earnings...","Gross earnings per head: by place of residence from the Annual Survey of Hours and Earnings (ASHE), ONS. This data set provides information about earnings of employees who are living in an area, who are on adult rates and whose pay for the survey pay-period was not affected by absence. ASHE is based on a sample of employee jobs taken from HM Revenue & Customs PAYE records (177,000 returns in 2009). Information on earnings and hours is obtained in confidence from employers. ASHE does not cover the self-employed nor does it cover employees not paid during the reference period. The earnings information presented relates to gross pay before tax, National Insurance or other deductions, and excludes payments in kind. The confidence figure is the coefficient of variation (CV) of that estimate. Th",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2z0rk,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2002-01 to 2024-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"residence, earnings, income, salary, pay, borough-economic, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2024-12-09.
Employee Jobs by sector,e55kx,"Estimates of employee job numbers in London by industrial classification. The data is taken from the Business Register and Employment Survey (BRES), also...","Estimates of employee job numbers in London by industrial classification. The data is taken from the Business Register and Employment Survey (BRES), also used to update the Inter-Departmental Business Register (IDBR), the main sampling frame for business surveys conducted by the ONS. Annual figures, rounded to the nearest 100, for employee jobs in 16 industry aggregate groupings. BRES covers firms registered for Value Added Tax (VAT) and/or Pay as You Earn (PAYE) and does not cover the self-employed, government-supported trainees, employees of businesses with turnover too low to need to register for VAT or PAYE nor Her Majesty’s Forces. The next release of BRES data is expected in late September, 2016.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/e55kx,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2014-01 to 2023-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: employment-and-skills. Last updated: 2024-11-14.
"Workless Households, Borough",2w9p8,"Tables show numbers and proportions of households that are classified as working, mixed or workless for all years between 2004 and 2018. Households include...","Tables show numbers and proportions of households that are classified as working, mixed or workless for all years between 2004 and 2018. Households include at least one person aged 16 to 64. '*' = Sample size too small to provide an estimate. Data comes from the Annual Population Survey (APS). Years are calender years, January-December. See more on the NOMIS website . Download APS households by combined economic activity status.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2w9p8,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2004-01 to 2023-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, poverty, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2024-11-04.
Online Job Postings Analyses,2w484,Introduction These analyses are based on online job postings data provided by Lightcast. This near real-time data can be used to track and assess the demand...,"Introduction These analyses are based on online job postings data provided by Lightcast. This near real-time data can be used to track and assess the demand for labour in London, though there are some caveats to keep in mind: Comparisons with publicly available online job postings data indicate that the Lightcast data may be more sensitive to short-term volatility in the labour market. The composition of job postings by occupational groups has not changed significantly over time, with postings for managerial and professional occupations accounting for more than half of total job postings in London over the past five years. Online job postings do not appear to reflect the overall composition of vacancies in the London labour market, as the number of vacancies is more evenly distributed acro",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2w484,UNKNOWN,Quarterly,HTML,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, vacancies, job-postings",snowflake,Medium,Topics: employment-and-skills. Last updated: 2024-05-03.
"Personal Insolvency Statistics, Borough",e79nn,"Tables show individual insolvencies made up of bankruptcy orders and individual voluntary arrangements (IVAs), New Debt Relief Orders, and breathing space...","Tables show individual insolvencies made up of bankruptcy orders and individual voluntary arrangements (IVAs), New Debt Relief Orders, and breathing space registrations from May 2021, as counts and rates (per 10,000 people). Insolvent individuals in England and Wales are dealt with mainly under the Insolvency Act 1986. A bankruptcy order is made on the petition of the debtor or one or more of his creditors when the court is satisfied that there is no prospect of the debt being paid. There are also individual voluntary arrangements (IVAs) and deeds of arrangement, which enable debtors to come to an agreement with their creditors. Classifying insolvent individuals into geographic areas is done using the postcode that the insolvent individual provides. The use of this in assigning an individu",Demographics,The Insolvency Service,https://data.london.gov.uk/dataset/e79nn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2000-01 to 2023-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"individual-voluntary-arrangements, bankruptcy, deprivation, iva, debt, poverty, insolvency, economic-fairness, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2024-05-01.
Fuel Poverty,2jxzj,Percentage of households in fuel poverty as measured by the Department for Energy Security and Net Zero. Statistics by tenure taken from the English Housing...,Percentage of households in fuel poverty as measured by the Department for Energy Security and Net Zero. Statistics by tenure taken from the English Housing Survey. This dataset is one of the Greater London Authority's measures of Economic Fairness. Click here to find out more.,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2jxzj,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2003-01 to 2023-01,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"economic-fairness, costofliving",snowflake,Medium,"Topics: employment-and-skills, environment. Last updated: 2024-05-01."
London Long Term Labour Market  Projections,em8o5,GLA Economics produces long-term employment projections for London by sector and by borough. The methodology in the accompanying report explains the...,"GLA Economics produces long-term employment projections for London by sector and by borough. The methodology in the accompanying report explains the approach adopted. Links to the 2022 employment projections (latest, interim update) Borough projections Sector projections London labour market projections report Links to previous employment projections Provided below are links to the previous versions of GLA Economics’ employment projections, with breakdowns of the numbers (historic and projected) available by sector and by local authority. 2017 Borough projections, 1971-2050 Sector projections, 1971-2050 London projections of scenarios London labour market projections report 2016 Borough Projections, 1971-2041 Sector Projections, 1971-2041 London labour market projections report 2015 Boroug",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/em8o5,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, PDF, SPREADSHEET",UNKNOWN,1971-01 to 2041-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, projections, projection, industry, glae, jobs, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2024-01-30.
Southmere Park Tiny Forest Report (Nov '23),2r7yw,Southmere Park Tiny Forest was planted by the Thamesmead community in February 2022 as part of the CLEVER Cities London project and has since been...,"Southmere Park Tiny Forest was planted by the Thamesmead community in February 2022 as part of the CLEVER Cities London project and has since been contributing to nationwide Tiny Forest Research. Through citizen science, Earthwatch Europe are studying the benefits that Tiny Forests can bring to the environment and the surrounding communities. Biodiversity; flood management; tree growth and carbon storage; thermal comfort; and people and social benefits are the key areas monitored through citizen science. The latest monitoring results and feedback from Southmere Park events are highlighted in this report.",Demographics,CLEVER Cities - London partners,https://data.london.gov.uk/dataset/2r7yw,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Street and Neighbourhood,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"clevercities, NBS, Thamesmead, Peabody, community, social cohesion, green, biodiversity, water, awareness, engagement",snowflake,Medium,"Topics: employment-and-skills, environment. Last updated: 2024-01-15."
Employees earning below the London Living Wage (LLW),24r7x,Percentage of respondents in work earning less than the London Living Wage (LLW) taken from the ONS Annual Survey of Hours and Earning (ASHE). Data is...,Percentage of respondents in work earning less than the London Living Wage (LLW) taken from the ONS Annual Survey of Hours and Earning (ASHE). Data is provided by whether the employee is male or female and works full-time or part-time. Data is also provided by borough. Also includes employees earning below the UK Living Wage by region outside London. The minimum wage levels in each year are stated in the table. This dataset is one of the Greater London Authority's measures of Economic Fairness. Click here to find out more.,Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/24r7x,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2005-04 to 2022-04,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"earnings, income, employment, poverty, low-income, nmw, llw, economic-fairness, borough-economic",snowflake,Medium,"Topics: employment-and-skills, income-poverty-welfare. Last updated: 2023-07-20."
Flexible Working,2w103,"Number and rate of people aged 16 and over, working in London with a flexible working arrangement. This dataset is one of the Greater London Authority's...","Number and rate of people aged 16 and over, working in London with a flexible working arrangement. This dataset is one of the Greater London Authority's measures of Economic Fairness. Click here to find out more.",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2w103,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2010-10 to 2022-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,economic-fairness,snowflake,Medium,Topics: employment-and-skills. Last updated: 2023-07-17.
Employment Rates of Parents,v8orm,Numbers and rates of people in employment by whether they live with in a household with dependent children or not. This dataset is one of the Greater London...,Numbers and rates of people in employment by whether they live with in a household with dependent children or not. This dataset is one of the Greater London Authority's measures of Economic Fairness. Click here to find out more.,Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/v8orm,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2004-01 to 2021-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,economic-fairness,snowflake,Medium,Topics: employment-and-skills. Last updated: 2023-06-12.
"Young People Not in Employment, Education or Training, Borough",vq8zn,"Table shows number and proportion of young people aged 16-18 who are not in employment, education or training (NEET). Also in the spreadsheet are figures...","Table shows number and proportion of young people aged 16-18 who are not in employment, education or training (NEET). Also in the spreadsheet are figures for those aged 16-24 by region and 'NUTS2/3' areas. These tables now relate to academic age 16-18 which includes some information on those with an actual age of 19 and the information is now calculated on where a young person is resident and not as previously where educated. Therefore, data post Sep 12 cannot be directly compared with data before that. The annual local authority NEET figures provide an estimate, based on average figures for November to January each year. The 2010 data has been taken from the NCCIS database which has been reworked to attribute those in education back to their resident area, which means that this data will ",Demographics,Department for Education,https://data.london.gov.uk/dataset/vq8zn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Monthly,SPREADSHEET,UNKNOWN,2008-01 to 2022-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"youth, young-people, nuts3, neet, nuts2, neets, economic-fairness",snowflake,Medium,"Topics: employment-and-skills, young-people. Last updated: 2023-05-10."
Workforce Integration and Inclusion in London's Growth Sectors,e56lx,Workforce Integration and Inclusion in London’s growth sectors The GLA commissioned Work Advance and Institute for Employment Studies to conduct qualitative...,"Workforce Integration and Inclusion in London’s growth sectors The GLA commissioned Work Advance and Institute for Employment Studies to conduct qualitative research to identify sector specific reasons driving the underrepresentation of certain groups of Londoners in the workplace. The relevant sectors are: Green Economy, Creative and Cultural Industries, Digital & Tech, Health and Hospitality. The qualitative research had the following objectives: Establish the main reasons for underrepresentation in each sector and ways to address these. Establish ways to address the barriers identified and access opportunities in the relevant sectors Capture different routes and opportunities for accessing the sector, including both informal and formal routes for accessing the sectors.",Demographics,GLA Communities and Social Policy Unit,https://data.london.gov.uk/dataset/e56lx,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, Skills and Employment, diversity, inclusion, labour market",snowflake,Medium,Topics: employment-and-skills. Last updated: 2023-02-06.
Equality Impact Assessment for London Multiply Programme,e16gp,Multiply is a £559 million investment by the UK Shared Prosperity Fund (UKSPF) to deliver bespoke adult numeracy programmes over the next three years...,"Multiply is a £559 million investment by the UK Shared Prosperity Fund (UKSPF) to deliver bespoke adult numeracy programmes over the next three years (ending March 2025). The GLA has been allocated just under £41 million of this funding to deliver Multiply across the capital. The London Multiply programme will give adult Londoners the opportunity to learn and develop the essential numeracy skills they need in life and work, supporting Londoners to access higher wage employment and help mitigate the impact of the rising cost of living. The Mayor has a legal obligation under the Equality Act 2010 to have due regard to eliminating unlawful discrimination and advancing equality of opportunity between people who share a protected characteristic. This document sets out the Equality Impact Assess",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e16gp,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: employment-and-skills. Last updated: 2023-01-03.
