title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Access to Public Open Space and Nature by Ward,e1z0p,"Update October 2025: GiGL are no longer providing this dataset as Open Data. We are currently reviewing our approach to publishing open data, and this...","Update October 2025: GiGL are no longer providing this dataset as Open Data. We are currently reviewing our approach to publishing open data, and this includes how the datasets have been used, and the associated impacts in relation to our mission, income and reputation. We will create new outputs based on the review findings by the end of 2025. Please get in touch if you have any questions. Percentage and count of residential households within Wards, with access to at least one open space by specified type of space, and the amount/proportion of each ward that is open space with and without public access. Also the proportion of homes located within public open space, and access to nature boundaries. Areas of deficiency in access to nature are defined as built-up areas more than one kilometr",Environment,Greenspace Information for Greater London CIC (GiGL),https://data.london.gov.uk/dataset/e1z0p,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"greenspace, sinc, nature, wards, openspace, parks",snowflake,Medium,Topics: environment. Last updated: 2025-10-23.
Privately Owned Public Spaces,2og15,"Update October 2025: GiGL are no longer providing this dataset as Open Data. We are currently reviewing our approach to publishing open data, and this...","Update October 2025: GiGL are no longer providing this dataset as Open Data. We are currently reviewing our approach to publishing open data, and this includes how the datasets have been used, and the associated impacts in relation to our mission, income and reputation. We will create new outputs based on the review findings by the end of 2025. Please get in touch if you have any questions. This dataset provides locations of open spaces in London identified by research and data analysis as Privately Owned Public Spaces (POPS), based on the definition below and available data in 2017. This is not a fully comprehensive dataset and is based on multiple sources of information. Subsequent versions will provide updates as more information becomes available. Read more here . The dataset has been ",Environment,Greenspace Information for Greater London CIC (GiGL),https://data.london.gov.uk/dataset/2og15,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: environment, planning. Last updated: 2025-10-23."
GiGL Spaces to Visit,2rqo4,"Update October 2025: GiGL are no longer providing this dataset as Open Data. We are currently reviewing our approach to publishing open data, and this...","Update October 2025: GiGL are no longer providing this dataset as Open Data. We are currently reviewing our approach to publishing open data, and this includes how the datasets have been used, and the associated impacts in relation to our mission, income and reputation. We will create new outputs based on the review findings by the end of 2025. Please get in touch if you have any questions. Introduction The GiGL Spaces to Visit dataset provides locations and boundaries for open space sites in Greater London that are available to the public as destinations for leisure, activities and community engagement. It includes green corridors that provide opportunities for walking and cycling. The dataset has been created by Greenspace Information for Greater London CIC (GiGL). As London’s Environmen",Environment,Greenspace Information for Greater London CIC (GiGL),https://data.london.gov.uk/dataset/2rqo4,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"open space, public open space, leisure, common, public woodland, nature reserve, canal, recreation ground, playing field, amenity green space, village green, reservoir, play space, adventure playground, youth area, community garden, city farm, cemetery, churchyard, civic square, market square, allotment, country park, park",snowflake,Medium,"Topics: environment, health, planning. Last updated: 2025-10-23."
GiGL Open Space Friends Group subset,2nwly,"Update October 2025: GiGL are no longer providing this dataset as Open Data. We are currently reviewing our approach to publishing open data, and this...","Update October 2025: GiGL are no longer providing this dataset as Open Data. We are currently reviewing our approach to publishing open data, and this includes how the datasets have been used, and the associated impacts in relation to our mission, income and reputation. We will create new outputs based on the review findings by the end of 2025. Please get in touch if you have any questions. Introduction The GiGL Open Space Friends Group subset provides locations and boundaries for selected open space sites in Greater London. The chosen sites represent sites that have established Friends Groups in Greater London and are therefore important to local communities, even if they may not be accessible open spaces, or don’t typically function as destinations for leisure, activities and community e",Environment,Greenspace Information for Greater London CIC (GiGL),https://data.london.gov.uk/dataset/2nwly,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"open space, public open space, leisure, common, public woodland, nature reserve, canal, recreation ground, playing field, amenity green space, village green, reservoir, play space, adventure playground, youth area, community garden, city farm, cemetery, churchyard, allotment, country park, park",snowflake,Medium,"Topics: environment, health, planning. Last updated: 2025-10-23."
Haringey Reduction and Recycling Plan,2wmj3,This is the Reduction and Recycling Plan (RRP) for the London Borough of Haringey. London Local authorities are developing their Reduction and Recycling...,This is the Reduction and Recycling Plan (RRP) for the London Borough of Haringey. London Local authorities are developing their Reduction and Recycling Plans (RRPs) setting out key actions for cutting waste and boosting recycling for the period 2023 to 2026. The RRPs are used to drive and promote local activity that will also play an important role helping to achieve the Mayor’s London-wide targets to cut food waste by 50 per person and achieve 65 per cent municipal waste recycling by 2030. Click here to navigate to other Boroughs' reduction and recycling plans.,Environment,London Borough of Haringey (RRP),https://data.london.gov.uk/dataset/2wmj3,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,DOCUMENT,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,RRP,snowflake,Medium,Topics: environment. Last updated: 2025-10-20.
Enfield Reduction and Recycling Plan,2kn6x,This is the Reduction and Recycling Plan (RRP) for the London Borough of Enfield. London Local authorities are developing their Reduction and Recycling...,This is the Reduction and Recycling Plan (RRP) for the London Borough of Enfield. London Local authorities are developing their Reduction and Recycling Plans (RRPs) setting out key actions for cutting waste and boosting recycling for the period 2023-2026. The RRPs are used to drive and promote local activity that will also play an important role helping to achieve the Mayor’s London-wide targets to cut food waste by 50 per person and achieve 65 per cent municipal waste recycling by 2030. Click here to navigate to other Boroughs' reduction and recycling plans.,Environment,London Borough of Enfield (RRP),https://data.london.gov.uk/dataset/2kn6x,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,DOCUMENT,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,RRP,snowflake,Medium,Topics: environment. Last updated: 2025-10-16.
Camden Reduction and Recycling Plan,e19o8,This is the Reduction and Recycling Plan (RRP) for the London Borough of Camden. London Local authorities are developing their Reduction and Recycling Plans...,This is the Reduction and Recycling Plan (RRP) for the London Borough of Camden. London Local authorities are developing their Reduction and Recycling Plans (RRPs) setting out key actions for cutting waste and boosting recycling for the period 2023 to 2026. The RRPs are used to drive and promote local activity that will also play an important role helping to achieve the Mayor’s London-wide targets to cut food waste by 50 per person and achieve 65 per cent municipal waste recycling by 2030. Click here to navigate to other Boroughs' reduction and recycling plans.,Environment,London Borough of Camden (RRP),https://data.london.gov.uk/dataset/e19o8,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,DOCUMENT,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,RRP,snowflake,Medium,Topics: environment. Last updated: 2025-10-15.
Area of Designated Green Belt Land,e1zo6,Area of Designated Green Belt Land (hectares). Only london boroughs with some greenbelt land shown. A GIS of this land for all of England has now been made...,Area of Designated Green Belt Land (hectares). Only london boroughs with some greenbelt land shown. A GIS of this land for all of England has now been made available by DCLG. https://www.gov.uk/government/collections/green-belt-statistics,Environment,"Ministry of Housing, Communities & Local Government (MHCLG)",https://data.london.gov.uk/dataset/e1zo6,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"SPREADSHEET, ZIP",UNKNOWN,2007-01 to 2025-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"greenbelt, southwark, hounslow, sustainability, harrow, camden, environment, havering, richmond-upon-thames, westminster, ealing, haringey, greenwich, croydon, newham, hackney, kingston-upon-thames, hillingdon, islington, bromley, tower-hamlets, redbridge, city-of-london, lambeth, hammersmith-and-fulham, brent, barking-and-dagenham, wandsworth, sutton, enfield, kensington-and-chelsea, waltham-forest, planning, merton, bexley, barnet, lewisham, development",snowflake,Medium,"Topics: environment, planning. Last updated: 2025-10-15."
Tower Hamlets Reduction and Recycling Plan,2y9rq,This is the Reduction and Recycling Plan (RRP) for the London Borough of Tower Hamlets. London Local authorities are developing their Reduction and...,This is the Reduction and Recycling Plan (RRP) for the London Borough of Tower Hamlets. London Local authorities are developing their Reduction and Recycling Plans (RRPs) setting out key actions for cutting waste and boosting recycling for the period 2023 to 2026. The RRPs are used to drive and promote local activity that will also play an important role helping to achieve the Mayor’s London-wide targets to cut food waste by 50 per person and achieve 65 per cent municipal waste recycling by 2030. Click here to navigate to other Boroughs' reduction and recycling plans.,Environment,London Borough of Tower Hamlets (RRP),https://data.london.gov.uk/dataset/2y9rq,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,DOCUMENT,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,RRP,snowflake,Medium,Topics: environment. Last updated: 2025-10-14.
Kingston upon Thames Reduction and Recycling Plan,2nw7y,This is the Reduction and Recycling Plan (RRP) for the Royal Borough of Kingston upon Thames. London Local authorities are developing their Reduction and...,This is the Reduction and Recycling Plan (RRP) for the Royal Borough of Kingston upon Thames. London Local authorities are developing their Reduction and Recycling Plans (RRPs) setting out key actions for cutting waste and boosting recycling for the period 2023 to 2026. The RRPs are used to drive and promote local activity that will also play an important role helping to achieve the Mayor’s London-wide targets to cut food waste by 50 per person and achieve 65 per cent municipal waste recycling by 2030. Click here to navigate to other Boroughs' reduction and recycling plans.,Environment,Royal Borough of Kingston upon Thames (RRP),https://data.london.gov.uk/dataset/2nw7y,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,DOCUMENT,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,RRP,snowflake,Medium,Topics: environment. Last updated: 2025-10-13.
