title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
London’s post-16 trajectories,240p6,"As London recovers from the effects of COVID-19, it is vital that we understand the educational pathways for young people and do all we can to support them...","As London recovers from the effects of COVID-19, it is vital that we understand the educational pathways for young people and do all we can to support them in their journey. We know that the negative impact of the pandemic has disproportionately affected young people. At this time, it is vital that young people receive high quality careers education, information, advice and guidance, and are fully supported in their study programmes. To establish a clearer understanding of what is driving post-16 education choices and performance in the capital, the GLA and London Councils commissioned Mime and the UCL Institute of Education to conduct research which tracked the pathways of 355,000 London residents from age 15 to 18.",Education,Greater London Authority (GLA),https://data.london.gov.uk/dataset/240p6,UNKNOWN,Unknown,PDF,UNKNOWN,2020-07 to present,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"skills for londoners, employment, higher education, adult education, skills, Skills and Employment",snowflake,Medium,"Topics: education, employment-and-skills. Last updated: 2022-01-25."
Evaluation of the first year of devolved Adult Education Budget in London,v8wlw,The GLA commissioned IFF Research to conduct an independent evaluation of the first year of AEB delivery after delegation of the AEB to the Mayor in 2019....,"The GLA commissioned IFF Research to conduct an independent evaluation of the first year of AEB delivery after delegation of the AEB to the Mayor in 2019. The evaluation findings were “largely very positive”, with IFF concluding that “the delegation of the AEB has worked effectively in its first year, for the majority of providers who receive funding from it“.",Education,Greater London Authority (GLA),https://data.london.gov.uk/dataset/v8wlw,UNKNOWN,Unknown,PDF,UNKNOWN,2020-09 to present,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"skills for londoners, employment, skills, adult education, AEB, Skills and Employment",snowflake,Medium,"Topics: education, employment-and-skills. Last updated: 2022-01-25."
Key Stage 2 Results by Borough,2ogrw,Percentage of pupils reaching the expected standard at key stage 2 by gender and location of school/educational institution from 2016 onwards. Also includes...,"Percentage of pupils reaching the expected standard at key stage 2 by gender and location of school/educational institution from 2016 onwards. Also includes data by region by ethnic group, language, and free school meal (FSM) eligibility. Due to school closures resulting from the coronavirus pandemic, there is no data for 2019/20.",Education,Department for Education,https://data.london.gov.uk/dataset/2ogrw,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2016-01 to 2019-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: education, young-people. Last updated: 2021-03-16."
Key Stage 1 Results by Borough,e6wg0,Percentage of pupils reaching the expected standard in Key Stage 1 teacher assessments by gender and location of school/educational institution from 2016...,"Percentage of pupils reaching the expected standard in Key Stage 1 teacher assessments by gender and location of school/educational institution from 2016 onwards. Also includes data by region by ethnic group, language, and free school meal (FSM) eligibility. Due to school closures resulting from the coronavirus pandemic, there is no data for 2019/20.",Education,Department for Education,https://data.london.gov.uk/dataset/e6wg0,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2016-01 to 2019-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: education, young-people. Last updated: 2021-03-16."
Pupil home to school distance for state funded schools by Borough and phase  ,e1976,These data show the percentage of pupils at state funded schools who live more than 2 miles from school (for those aged under 8) or 3 miles from school (for...,"These data show the percentage of pupils at state funded schools who live more than 2 miles from school (for those aged under 8) or 3 miles from school (for those aged over 8), 2018. Warning: These data are taken from analysis used to create the GLA London Schools Atlas which is based on data from the DfE National Pupil Database. These rates are taken from the variable 'SC_Pupil.DistCurrSch - Distance in miles from pupil postcode to current school'. This is not exactly the same as the nearest walking distance used for eligibility for local authority funding for free travel to school. Further information about the NPD data can be found here: https://data.london.gov.uk/dataset/london-schools-atlas https://find-npd-data.education.gov.uk/en/datasets/8f8bb519-0d73-4150-997b-f10227d5df31",Education,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e1976,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"Education, education-facilities",snowflake,Medium,Topics: education. Last updated: 2020-09-01.
"Qualifications by Economic Activity Status, Borough",23g8j,Qualifications by Economic Activity Status by Borough Data has been reweighted in 2016 in line with the latest ONS estimates. 95% confidence interval of...,Qualifications by Economic Activity Status by Borough Data has been reweighted in 2016 in line with the latest ONS estimates. 95% confidence interval of percent figure (+/-). ! Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2). * Estimate and confidence interval unreliable since the group sample size is small (3-9). ~ Estimate is less than 500. See more on the NOMIS Website .,Education,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/23g8j,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2004-01 to 2019-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"economic-activity, nvq, education, qualifications, Economic Activity, Qualifications, unemployed, employed, inactivity, skills, working-age, workless, NVQ, sex, borough-economic",snowflake,Medium,"Topics: education, employment-and-skills. Last updated: 2020-06-02."
"Percentage of Pupils by Ethnic Group, Borough",vq8n4,Primary and secondary pupils by ethnic group. Pupils of compulsory school age and above were classified according to ethnic group. Excludes dually...,"Primary and secondary pupils by ethnic group. Pupils of compulsory school age and above were classified according to ethnic group. Excludes dually registered pupils. National, regional, Local Authority totals and totals across ethnic groups have been rounded to the nearest 10. Number of pupils by ethnic group expressed as a percentage of the total number of pupils of compulsory school age and above. # 1 or 2 pupils, or a rate based on 1 or 2 pupils. See more on the DfE Website .",Education,Department for Education,https://data.london.gov.uk/dataset/vq8n4,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2007-01 to 2019-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"ethnicity, primary, secondary, pupils",snowflake,Medium,Topics: education. Last updated: 2020-04-28.
"Children Looked After, Borough",em865,"Looked after children in England for the year ending 31 March. Numbers and rates per 10,000 children aged under 18 years. Figures exclude children looked...","Looked after children in England for the year ending 31 March. Numbers and rates per 10,000 children aged under 18 years. Figures exclude children looked after under an agreed series of short-term placements. Historical data may differ from older publications. This is mainly due to the implementation of amendments and corrections sent by some local authorities after the publication date of previous materials. Further DFE children in care performance tables are available for local authorities. Data relating to the outcomes of looked after children are also available from the DFE link.",Education,Department for Education,https://data.london.gov.uk/dataset/em865,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2005-03 to 2019-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"islington, hounslow, hackney, city-of-london, harrow, lambeth, kensington-and-chelsea, westminster, ealing, barnet, bexley, croydon, camden, greenwich, newham, haringey, hillingdon, brent, barking-and-dagenham, bromley, lac, southwark, children, enfield, redbridge, havering, social-services, lewisham, kingston-upon-thames, tower-hamlets, wandsworth, waltham-forest, hammersmith-and-fulham, richmond-upon-thames, merton, sutton, looked-after",snowflake,Medium,Topics: education. Last updated: 2020-01-14.
Percentage of the working age population in London (aged 16+) participating in education and learning,20p7k,Percentage of the working age population in London (aged 16-64) participating in education.,Percentage of the working age population in London (aged 16-64) participating in education.,Education,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/20p7k,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2012-01 to 2018-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: education. Last updated: 2019-11-28.
Number of international students at London universities,v8o77,,UNKNOWN,Education,Higher Education Statistics Agency,https://data.london.gov.uk/dataset/v8o77,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2008-01 to 2018-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: education. Last updated: 2019-11-28.
