title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Community Spaces Polling January 2026,2495n,"YouGov carried out polling on behalf of the GLA about Londoners' use of community spaces. Where YouGov Plc collects survey data, no information may be...","YouGov carried out polling on behalf of the GLA about Londoners' use of community spaces. Where YouGov Plc collects survey data, no information may be published without the consent of YouGov Plc and the GLA. All figures, unless otherwise stated, are from YouGov Plc on behalf of the GLA. The surveys were carried out online. The figures have been weighted and are representative of all London adults (aged 18+). All results are based on a sample and are therefore subject to statistical errors normally associated with sample-based information.",Other,GLA Opinion Research,https://data.london.gov.uk/dataset/2495n,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: . Last updated: 2026-02-10.
Clean Air Night Polling - January 2025,2gqxw,,UNKNOWN,Other,GLA Opinion Research,https://data.london.gov.uk/dataset/2gqxw,UNKNOWN,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: . Last updated: 2026-01-13.
"Census Commissioned Tables 2001, 2011 and 2021",ex99r,Until recently it was difficult to find out what commissioned tables were available from these censuses. ONS hold copies of all the tables published from...,"Until recently it was difficult to find out what commissioned tables were available from these censuses. ONS hold copies of all the tables published from the 2021, 2011 and 2001 censuses but they didn't publish details of these. In October 2024 they released lists of the tables available from 2001 to 2021 and since then have updated the lists periodically. ONS lists of commissioned tables 2001,2011 and 2021 Lists for 2011 and 2021 give hyperlinks to the data. All the 2021 and 2011 tables are now on the ONS website, but some of the earlier 2011 tables haven't always been. Hence some earlier 2011 tables are hyperlinked to archived versions. Note: Each workbook includes a sheet labelled ""Find Table"" which originally allowed users to search tables by topic. This functionality is no longer supp",Other,GLA Demography,https://data.london.gov.uk/dataset/ex99r,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"population, census",snowflake,Medium,Topics: . Last updated: 2026-01-06.
Cool Space Data 2025,2z19p,,UNKNOWN,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2z19p,UNKNOWN,Unknown,"CSV, GEOPACKAGE, HTML, JSON",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: . Last updated: 2025-12-11.
LSIP sector skills analysis (2025),exxzp,Analysis and slide decks produced for the 2025–26 refresh of London’s LSIP. These early resources summarise sector-level evidence shared at stakeholder...,Analysis and slide decks produced for the 2025–26 refresh of London’s LSIP. These early resources summarise sector-level evidence shared at stakeholder events and reflect data available at the time. Updated and fully reviewed analysis will follow in the full evidence base. Last updated : 5 December 2025 (additional slide decks added).,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/exxzp,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, jobs, skills",snowflake,Medium,Topics: . Last updated: 2025-12-05.
OPDC Local Plan Policies Map,e160d,The Policies Map illustrates geographically all site specific policies set out in OPDC's Local Plan as adopted in June 2022. If you have any queries please...,The Policies Map illustrates geographically all site specific policies set out in OPDC's Local Plan as adopted in June 2022. If you have any queries please get in contact at planningpolicy@opdc.london.gov.uk. NOTE: The boundaries are based on Ordnance Survey mapping and the data is published under Ordnance Survey's 'presumption to publish'. Contains OS data © Crown copyright and database rights 2022.,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e160d,UNKNOWN,Unknown,"GEOPACKAGE, HTML",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: . Last updated: 2025-10-29.
Country of Birth 2021 tool,29yp1,"Country of Birth data for boroughs and City of London from 2001, 2011 and 2021 censuses.","Country of Birth data for boroughs and City of London from 2001, 2011 and 2021 censuses.",Other,Census Information Scheme,https://data.london.gov.uk/dataset/29yp1,UNKNOWN,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: . Last updated: 2025-09-01.
London Devolution Polling 2025,exxdp,,UNKNOWN,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/exxdp,UNKNOWN,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: . Last updated: 2025-07-08.
Workforce Jobs by sector,2gyrn,"Numbers of jobs of employees and the self employed in London, 1996 to 2014; annual estimates based on quarterly Workforce Jobs series data, with breakdowns...","Numbers of jobs of employees and the self employed in London, 1996 to 2014; annual estimates based on quarterly Workforce Jobs series data, with breakdowns by industry (SIC 2007 sections A to S).",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2gyrn,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,"CSV, SPREADSHEET",UNKNOWN,1996-12 to 2024-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: . Last updated: 2025-07-01.
GLA Adult Education Budget,2jypm,Dataset moved to: https://data.london.gov.uk/dataset/gla-adult-skills-fund/,Dataset moved to: https://data.london.gov.uk/dataset/gla-adult-skills-fund/,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2jypm,UNKNOWN,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: . Last updated: 2025-04-30.
