title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
London Job Posting Analytics,ex44r,"This workbook summarises recent Job Posting Analytics related to delivery drivers in London. The data is provided by Emsi , a data modelling company. It...","This workbook summarises recent Job Posting Analytics related to delivery drivers in London. The data is provided by Emsi , a data modelling company. It looks at job postings based on two different classifications: Job title ('Delivery Driver') Occupations ('Van drivers' and 'Postal workers, mail sorters, messengers and couriers') Please note: Job postings are collected from various sources and processed to provide information such as occupation, skills, and geography One posting can appear on multiple websites, multiple times - a unique job posting is a job posting that has been de-duplicated A job title is the name of the job role as described in a job posting; this is different to a Standard Occupational Classification (SOC) code Posting Intensity is the ratio of total to unique jobs po",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/ex44r,UNKNOWN,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, COVID-19, jobs",snowflake,Medium,"Topics: business-and-economy, covid-19, employment-and-skills. Last updated: 2021-02-17."
COVID-19 and London's Economy - impacts and economic outlook,2044j,This paper summarises the latest evidence and analysis on the impacts of COVID-19 on London’s economy so far and on the economic outlook so that key actors...,This paper summarises the latest evidence and analysis on the impacts of COVID-19 on London’s economy so far and on the economic outlook so that key actors and stakeholders engaged in responding to the pandemic can have a readily available evidence base to inform policy responses.,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2044j,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Other,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"economic activity, COVID-19, employment, forecasts, labour market, inequalities, GVA, unemployment",snowflake,Medium,"Topics: business-and-economy, covid-19, employment-and-skills, income-poverty-welfare. Last updated: 2021-02-12."
Lost worker vs. tourism expenditure in the Central Activities Zone (CAZ) during the COVID-19 Pandemic,2rq8w,"During the pandemic, the loss of expenditure in London’s Central Activities Zone (CAZ) due to both workers staying at home and tourists being unable or...","During the pandemic, the loss of expenditure in London’s Central Activities Zone (CAZ) due to both workers staying at home and tourists being unable or choosing not to visit has had a major impact on the retail, leisure and hospitality sectors. This analysis seeks to investigate the relative importance of these two cohorts to the CAZ. We estimate local expenditure from commuters to the CAZ in 2020, in a scenario with and without Covid-19. We compare this difference to the anticipated drop in inbound and domestic tourist expenditure in 2020, which we estimate by adjusting forecasts for London produced by Visit Britain. We estimate a £10.9bn loss in tourism expenditure in the CAZ (£3.5bn domestic and £7.4bn inbound) compared to a £1.9bn loss in expenditure from commuters to the CAZ (£1.4bn o",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2rq8w,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,PDF,UNKNOWN,UNKNOWN,Other,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, covid-19. Last updated: 2021-02-12."
Wealth Inequality,2y5m7,Percentage of total wealth owned by households in each decile for London and Great Britain. Data extracted from the ONS Wealth and Assets Survey (WAS)...,Percentage of total wealth owned by households in each decile for London and Great Britain. Data extracted from the ONS Wealth and Assets Survey (WAS) microdata. This dataset is one of the Greater London Authority's measures of Economic Fairness. Click here to find out more.,Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2y5m7,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2010-01 to 2016-01,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,economic-fairness,snowflake,Medium,"Topics: business-and-economy, income-poverty-welfare. Last updated: 2021-02-01."
Map of Community Views,23jnj,"Image: Snapshot from the Map of Community Views To understand different communities’ experiences during the COVID-19 pandemic, Deputy Mayor for Social...","Image: Snapshot from the Map of Community Views To understand different communities’ experiences during the COVID-19 pandemic, Deputy Mayor for Social Integration, Social Mobility and Community Engagement, Dr Debbie Weekes-Bernard and the GLA Community Engagement Team convened a series of virtual roundtable conversations and community meetings with groups and community leaders between April and September 2020. These conversations covered a range of complex issues. We heard about the overexposure of Black and Asian Minority Ethnic communities to the pandemic because they often work in frontline roles; the upsurge in hate crime against East and South East Asian Londoners; heightened need for domestic abuse support and better community language translations including specific dialects; the de",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/23jnj,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,PDF,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, covid-19, crime-and-community-safety, education, employment-and-skills, environment, health, housing, income-poverty-welfare, transparency, transport, young-people. Last updated: 2021-01-18."
An Emerging Tech Charter for London – insight and consultation,ex4yl,Consultation is being carried out by the GLA in November and December 2020 on the new Emerging Tech Charter for London. This is a plan to guide emerging...,Consultation is being carried out by the GLA in November and December 2020 on the new Emerging Tech Charter for London. This is a plan to guide emerging tech innovations deployed the capital. The Smarter London Together Roadmap was published in 2018 after consultation with Londoners and opinion research (see below) around some of the,Other,GLA Opinion Research,https://data.london.gov.uk/dataset/ex4yl,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET",UNKNOWN,2020-11 to 2020-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, championing-london, transparency. Last updated: 2021-01-13."
The future of London’s high streets,2g91q,Qualitative research and polling with Londoners undertaken by the GLA's Opinion Research team. The research explored current public opinion towards high...,"Qualitative research and polling with Londoners undertaken by the GLA's Opinion Research team. The research explored current public opinion towards high streets, including: Current use and experiences of high streets (prior to COVID-19) Longer term aspirations and views on the future of high streets",Other,GLA Opinion Research,https://data.london.gov.uk/dataset/2g91q,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, planning. Last updated: 2020-10-16."
A&E attendance in London by day and hour,2knm8,"Annual A&E attendance in London, number and percentage of attendances by time of day. This dataset is included in the Greater London Authority's Night Time...","Annual A&E attendance in London, number and percentage of attendances by time of day. This dataset is included in the Greater London Authority's Night Time Observatory. Click here to find out more.",Other,Public Health England,https://data.london.gov.uk/dataset/2knm8,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2007-01 to 2017-12,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,nto,snowflake,Medium,"Topics: business-and-economy, crime-and-community-safety, health. Last updated: 2020-10-16."
Alcohol and late-night refreshment licensing statistics,2g9oq,"Licensed premises by licensing authority, alcohol status and per 1,000 population aged 18+. There is no data for 2015. This dataset is included in the...","Licensed premises by licensing authority, alcohol status and per 1,000 population aged 18+. There is no data for 2015. This dataset is included in the Greater London Authority's Night Time Observatory. Click here to find out more.",Other,Home Office,https://data.london.gov.uk/dataset/2g9oq,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2012-01 to 2018-12,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,nto,snowflake,Medium,Topics: business-and-economy. Last updated: 2020-10-08.
Entertainment licensing,e6y8w,Modelled estimates of the number of premises licences and club premises certificates authorising the provision of regulated entertainment. This dataset is...,Modelled estimates of the number of premises licences and club premises certificates authorising the provision of regulated entertainment. This dataset is included in the Greater London Authority's Night Time Observatory. Click here to find out more.,Other,"Department for Culture, Media and Sport",https://data.london.gov.uk/dataset/e6y8w,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2014-01 to 2017-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,nto,snowflake,Medium,Topics: business-and-economy. Last updated: 2020-10-08.
