title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
"London Elections Results 2016, Wards, Boroughs, Constituency",emq4p,The results for the Mayoral and Assembly elections down to constituency level are available (including turnout and spoils etc). Please note that due to...,"The results for the Mayoral and Assembly elections down to constituency level are available (including turnout and spoils etc). Please note that due to boundary changes, 2016 ward data is not comparable with previous years' data. More info on the 2016 elections can be found on the London Elects website .",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/emq4p,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2000-01 to 2016-12,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"elections, assembly, poll, mayoral, mayor, vote, map, votes",snowflake,Medium,Topics: transparency. Last updated: 2016-05-31.
Better Use of Data - GLA Consultation Response,e6wd9,"The GLA strongly believes that Government needs to do more to unlock the power of data, helping organisations to make better decisions and operate more...","The GLA strongly believes that Government needs to do more to unlock the power of data, helping organisations to make better decisions and operate more efficiently. Greater sharing of information between public authorities will allow them to improve the lives of citizens and help the economy flourish. To this end, in March 2016, the GLA launched the London City Data Strategy. The aim of this strategy is to give London the most dynamic and productive city data market in the world by reducing friction in the sharing and value-driven exploitation of city data to a minimum. The GLA seeks to recognise city data as part of the capital’s infrastructure, using it to save money, incubate innovation, and drive economic growth, helping London to achieve global renown for data impact. Within this Stra",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e6wd9,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: transparency. Last updated: 2016-05-05.
Assembly Member Register of Interests,2w9o8,Declaration of personal interests by the Mayor's Office. The 25 Members of the London Assembly and the Mayor of London are required to declare their...,"Declaration of personal interests by the Mayor's Office. The 25 Members of the London Assembly and the Mayor of London are required to declare their personal interests in the Standing Register of Interests. Members must register these details with the GLA's Monitoring Officer within 28 days of the commencement of their term of office, and must submit an updated notification within 28 days of becoming aware of any change to their personal interests. This currently links to the existing pages on the GLA website where the information can be found. We are working on making this data available in an easier to use format. Relevant link: https://www.london.gov.uk/about-us/greater-london-authority-gla/good-governance/register-interests",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2w9o8,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"assembly-members, interests",snowflake,Medium,Topics: transparency. Last updated: 2016-04-14.
Ask Boris social media monitoring,2g190,Monthly Tweetreach reports monitoring the online metrics for the Mayor of London's 'Ask Boris' Twitter sessions. Each report is generated against the search...,"Monthly Tweetreach reports monitoring the online metrics for the Mayor of London's 'Ask Boris' Twitter sessions. Each report is generated against the search term, hashtag #askboris and is run from the day before the session starts to the end of the day the session takes place. Data includes: Reach: The number of unique Twitter accounts that received tweets about the session Exposure: The number of impressions generated by tweets in the report Activity: Total number of tweets, contributors, time period and volume Type: Number ot tweets, retweet and replies Timeline: A full list of tweets Notes: A full description of Tweetreach analytics and descriptors is available on www.tweetreach.com or in the article Understanding the TweetReach snapshot report Please note that due to limitations with t",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2g190,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Monthly,PDF,UNKNOWN,2012-06 to 2016-02,Worldwide,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"public-engagement, tweetreach, consultation, twitter, social-media",snowflake,Medium,Topics: transparency. Last updated: 2016-03-21.
"Elected Representatives, London",vdjyn,"There a number of people elected to represented various different areas, ranging from ward councillors to the UK Prime Minister. This simple tool enables...","There a number of people elected to represented various different areas, ranging from ward councillors to the UK Prime Minister. This simple tool enables the user to enter either a London postcode or choose a ward in London and a list of all the elected people for that area will appear. The excel tool includes the following information: Level of geography they are represent eg ward, parliamentary constituency Party they belong to Majority over second placed candidate Majority as a percentage of all votes Date elected Date of next election. The following representatives are listed: Prime Minister London Mayor London Assembly Member Member of Parliament (MP) Local Councillor(s) Borough Mayor (if applicable) Member of the European Parliament (MEP)",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/vdjyn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2012-05 to 2015-09,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"elections, candidate, wards, voting, party",snowflake,Medium,Topics: transparency. Last updated: 2015-10-08.
Local Authority By-Election Results,2kokr,"A summary of local by-election results since the elections in May 2010. This file will be periodically updated. Table contains the followng fields: Date,...","A summary of local by-election results since the elections in May 2010. This file will be periodically updated. Table contains the followng fields: Date, Ward Code, Ward name, Borough name, Winner (Party), Gain/hold, Majority, Turnout, Winning candidate name, Replaced councillor name, Number of votes per party.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2kokr,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2010-07 to 2015-09,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"wards, elections, voting, by election, councillors",snowflake,Medium,Topics: transparency. Last updated: 2015-09-24.
Assembly Member Expenses,2zmmy,Declaration of expenses incurred by Assembly Members. This currently links to the existing PDF and RTF documents on the GLA website. We are working on...,Declaration of expenses incurred by Assembly Members. This currently links to the existing PDF and RTF documents on the GLA website. We are working on making this data available in an easier to use format.,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2zmmy,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,HTML,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"assembly-members, expenses, expenditure, london-assembly",snowflake,Medium,Topics: transparency. Last updated: 2015-08-08.
General Election Results 2015,2y565,"The results for every constituency in the United Kingdom, including Greater London's 73 seats are available to download as an Excel file. The Greater Londoo...","The results for every constituency in the United Kingdom, including Greater London's 73 seats are available to download as an Excel file. The Greater Londoo Authority have produced a blog and and some interactive maps This data is published by the Electoral Commission .",Other,The Electoral Commission,https://data.london.gov.uk/dataset/2y565,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2005-05 to 2015-05,Parliamentary Constituency,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"elections, elect, westminster, candidate, party, voting, constituency, turnout, poll, vote, parliament",snowflake,Medium,Topics: transparency. Last updated: 2015-05-08.
London Assembly Research,2k80j,November 2014 - Internship research TNS survey of young Londoners TNS conducted a survey of 697 young adults aged 19-30 in London. This was an online...,November 2014 - Internship research TNS survey of young Londoners TNS conducted a survey of 697 young adults aged 19-30 in London. This was an online self-completion survey which ran from 10 July to 5 August 2014. Results are weighted to represent Londoners aged 19-30. Talk London survey of current and former interns Talk London conducted a survey of 120 young adults aged 19-30 who were currently doing or had completed an internship. This was an online self-completion survey which ran from 29 July to 31 October 2014.,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2k80j,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,internships,snowflake,Medium,"Topics: transparency, young-people. Last updated: 2014-12-03."
Borough Council Election Results 2014,e647w,This report includes a great deal of detail on every aspect of the 2014 London Borough council general elections. No other single volume presents the full...,This report includes a great deal of detail on every aspect of the 2014 London Borough council general elections. No other single volume presents the full results and election statistics from the 32 London boroughs enabling the reader to analyse and compare the results across London in one place. The report presents data for every candidate in every ward (excluding the City of London which operates on a different electoral model). The report also contains analysis of the European election results for London that took place on the same day. Printed Copies We are able to accept orders for hard copies £30. Click here for further details. Details of all previous elections reports in the series can be found here . These results show the number of votes for each candidate in each ward in London.,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e647w,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET",UNKNOWN,2014-01 to 2014-12,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"voting, elections, party, poll, turnout, candidate, 2014, wards",snowflake,Medium,Topics: transparency. Last updated: 2014-12-01.
