title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Tourism in London - Recent Trends,2j81l,"Tourism is important for London's economy. London’s ability to draw visitors from all over the UK and the world is one of its strengths, supporting the...","Tourism is important for London's economy. London’s ability to draw visitors from all over the UK and the world is one of its strengths, supporting the city’s growth ambitions.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2j81l,UNKNOWN,One off,PDF,UNKNOWN,UNKNOWN,Worldwide,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, championing-london. Last updated: 2026-02-25."
Medium Term Economic Forecast,e5m70,London’s Economic Outlook is GLA Economics’ London forecast. The forecasts are issued every six months to assist those preparing planning projections for...,"London’s Economic Outlook is GLA Economics’ London forecast. The forecasts are issued every six months to assist those preparing planning projections for London in the medium term. The report contains the following: An overview of recent economic conditions in London, the UK and the world economies with analysis of important events, trends and risks to short and medium-term growth. The ‘consensus forecast’ – a review of independent forecasts indicating the range of views about London’s economy and the possible upside and downside risk. In this context, ‘consensus forecast’ refers to the average of the independent forecasters. The GLA Economics forecast for output, employment, household expenditure and household income in London. Provided below are links to the current and previous versions",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e5m70,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"PDF, SPREADSHEET",UNKNOWN,2014-01 to 2016-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"economic-forecast, household-expenditure, household-income, employment, leo, output, economy",snowflake,Medium,Topics: business-and-economy. Last updated: 2025-12-17.
London's sectors - More Detailed Jobs,eprkg,"More Detailed Jobs This dataset provides estimates of employee jobs in London down to 4-digit Standard Industry Classification level, from 1998 to 2022. The...","More Detailed Jobs This dataset provides estimates of employee jobs in London down to 4-digit Standard Industry Classification level, from 1998 to 2022. The latest release was in December 2025. Blog posts describing the dataset and earlier results are available for the 2023 and 2024 updates. Estimates are based on Business Register and Employment Survey (BRES) and Workforce Jobs (WFJ) data published by the Office for National Statistics (ONS). The underlying assumptions are outlined in the methodology paper published alongside these data tables. Note that the 2014 and 2015 updates were republished (in March 2018) following additional disclosure checking.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/eprkg,UNKNOWN,Annual,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, jobs, technical, Financial, real estate, defence, recreation, Information, Public administration, Construction, health, Transportation, entertainment, Manufacturing, Retail, communication, Arts, Education, scientific, labour market",snowflake,Medium,"Topics: business-and-economy, employment-and-skills. Last updated: 2025-12-17."
Data Centre Profiles,2yo3y,This dataset shows the half-hourly load profiles of identified data centres within UK Power Networks' licence areas. The loads have been determined using...,"This dataset shows the half-hourly load profiles of identified data centres within UK Power Networks' licence areas. The loads have been determined using actual demand data from connected sites within UK Power Networks' licence areas, from 1 January 2023 onwards. Loads are expressed proportionally, by comparing the half-hourly observed import power seen across the site's meter point(s), against the meter's maximum import capacity. Units for both measures are apparent power, in kilovolt amperes (kVA). To protect the identity of the sites, data points have been anonymised and only the site's voltage level information - and our estimation of the data centre type - has been provided.",Other,UK Power Networks,https://data.london.gov.uk/dataset/2yo3y,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Annual,HTML,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"data centres, power, energy, net zero",snowflake,Medium,"Topics: business-and-economy, championing-london, planning, transparency, environment. Last updated: 2025-11-21."
Low Carbon Technologies (LCT) Connected by LSOA (Lower Super Output Area) ,20gx1,Volume of Domestic Low Carbon Technologies (LCT) for both generation and demand (under 1MW) connected.,Volume of Domestic Low Carbon Technologies (LCT) for both generation and demand (under 1MW) connected.,Other,UK Power Networks,https://data.london.gov.uk/dataset/20gx1,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Weekly,HTML,UNKNOWN,UNKNOWN,Lower Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"power, low carbon, transport, EV",snowflake,Medium,"Topics: business-and-economy, championing-london, demographics, income-poverty-welfare, planning, transparency, transport, housing, environment. Last updated: 2025-11-21."
Distribution Future Energy Scenarios,2j8jm,The Distribution Future Energy Scenarios (DFES) are primarily a series of granular scenario-based forecasts for key drivers of demand and generation...,"The Distribution Future Energy Scenarios (DFES) are primarily a series of granular scenario-based forecasts for key drivers of demand and generation technologies whose deployment are essential to achieving Net Zero. This includes EVs, decarbonised heating such as heat pumps and district heat networks, and forms of renewable energy generation and storage. For each driver, a range of forecasts are produced under different assumptions.",Other,UK Power Networks,https://data.london.gov.uk/dataset/2j8jm,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Annual,HTML,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"transport, housing, power, low carbon, energy, net zero",snowflake,Medium,"Topics: business-and-economy, environment, housing, transport, planning, employment-and-skills, demographics, transparency. Last updated: 2025-11-21."
"Local Units and Enterprises by Employment Size, Borough",vq8r4,"Number local units or enterprises shows the number of businesses by employment size band. A local units is a place of work factory, a shop, or a branch. An...","Number local units or enterprises shows the number of businesses by employment size band. A local units is a place of work factory, a shop, or a branch. An enterprise can be thought of as the overall business, made up of all the individual sites or workplaces (local units). It is defined as the smallest combination of legal units (generally based on VAT and/or PAYE records) that has a certain degree of autonomy within an enterprise group. SME data can be found in these table. An SME is any business with less than 250 employees. Micro-enterprises have up to 10 employees. Small enterprises have up to 50 employees. Medium-sized enterprises have up to 250 employees. Figures are provided for VAT and/or PAYE based enterprises and local units. Where an enterprise has several local units, the loca",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/vq8r4,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2003-01 to 2025-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"employment, enterprises, idbr, employees, sizeband, local-units, employee, business, paye, sme, vat, size, micro, borough-economic",snowflake,Medium,Topics: business-and-economy. Last updated: 2025-10-28.
"Local Units by Broad Industry Group, Borough",29jny,Data shows the number of businesses (local units such as a factory or a shop) by Broad Industry Groups. Analyses are provided for VAT and/or PAYE based...,"Data shows the number of businesses (local units such as a factory or a shop) by Broad Industry Groups. Analyses are provided for VAT and/or PAYE based enterprises and local units. Where an enterprise has several local units, the location of the enterprise is generally the main operating site or the head office. The SIC groupings changed in 2009 when SIC2007 was used for the first time. Since 2008 the publication has been enhanced to include enterprises based on PAYE employers that are not also registered for VAT, extending the scope from the previous VAT based enterprise publication. This is a major change to the scope of the publication. The increase in units is most noticeable in the VAT-exempt industries of finance (J), education (M), health (N) and public administration (L, O and Q). ",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/29jny,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2003-01 to 2025-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"redbridge, merton, enfield, local-units, tower-hamlets, havering, hammersmith-and-fulham, business, westminster, haringey, city-of-london, camden, hackney, bromley, greenwich, newham, kingston-upon-thames, islington, ealing, harrow, croydon, broad-industry-group, wandsworth, southwark, vat, paye, bexley, waltham-forest, kensington-and-chelsea, sutton, lambeth, barking-and-dagenham, hillingdon, brent, barnet, richmond-upon-thames, hounslow, idbr, lewisham, borough-economic",snowflake,Medium,Topics: business-and-economy. Last updated: 2025-10-28.
"VAT Enterprises by Turnover Size, Borough",e5mj0,Number of businesses by turnover size band. The 2008 publication has been enhanced to include enterprises based on PAYE employers that are not also...,"Number of businesses by turnover size band. The 2008 publication has been enhanced to include enterprises based on PAYE employers that are not also registered for VAT, extending the scope from the previous VAT based enterprise publication. This is a major change to the scope of the publication. The increase in units is most noticeable in the VAT-exempt industries of finance (J), education (M), health (N) and public administration (L, O and Q). See more on the ONS website . Starting from the 2024 data, the format has been updated to align with the ONS standard. A new column has been added to include the updated ONS codes. Additionally, extra Turnover Size bands have been incorporated to ensure consistency with ONS data.",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/e5mj0,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2003-01 to 2025-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"business, vat, paye, enterprise, turnover, borough-economic",snowflake,Medium,Topics: business-and-economy. Last updated: 2025-10-08.
London Tourism Forecasts,e56r7,GLA Economics is providing on an occasional basis medium-term forecasts of tourism visitor nights in London for domestic and international tourists. The...,GLA Economics is providing on an occasional basis medium-term forecasts of tourism visitor nights in London for domestic and international tourists. The forecasts are on a quarterly basis to 2026 and an annual basis to 2032. The estimates tri-angulate data from a number of sources. The methodology note provides more information on how this has been done.,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e56r7,UNKNOWN,Six-monthly,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"tourism, projections",snowflake,Medium,"Topics: business-and-economy, championing-london, planning. Last updated: 2025-10-07."
LFB Contracts Register,29zqj,"The Local Government Transparency Code 2015 requires the publication of details of every contract, commissioned activity, purchase order, framework...","The Local Government Transparency Code 2015 requires the publication of details of every contract, commissioned activity, purchase order, framework agreement and any other legally enforceable agreement with a value that exceeds £5,000. The London Fire Commissioner scheme of governance provides for tenders for purchases of £30,000 or more in value. Other tendering and contract information can be found on the governments central digital platform Find a tender . The London Fire Commissioner (LFC) is the fire and rescue authority for London and runs the London Fire Brigade (LFB).",Other,London Fire Brigade,https://data.london.gov.uk/dataset/29zqj,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,CSV,UNKNOWN,UNKNOWN to 2018-03,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"LFB London Fire Brigade, spending, contracts, tenders, london fire commissioner",snowflake,Medium,"Topics: business-and-economy, crime-and-community-safety, transparency. Last updated: 2025-09-22."
GLA High Street Boundaries,2rq4w,Boundaries of High Streets as developed by the Regeneration team at the Greater London Authority. NOTE: these boundaries will be used when sharing data...,"Boundaries of High Streets as developed by the Regeneration team at the Greater London Authority. NOTE: these boundaries will be used when sharing data about High Street spend and footfall. They reflect the wider uses of High Streets including community, public and cultural, in addition to concentrations of retail units.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2rq4w,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"GEOPACKAGE, HTML",UNKNOWN,UNKNOWN,Custom Polygons,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"highstreetdata, Busyness",snowflake,Medium,"Topics: business-and-economy, covid-19, planning. Last updated: 2025-06-19."
London Workplace Zone Classification,2og6w,The London Workplace Zone Classification (LWZC) uses data from 2011 census and other sources to segment London’s workplace zones into categories based on...,"The London Workplace Zone Classification (LWZC) uses data from 2011 census and other sources to segment London’s workplace zones into categories based on workers’ and businesses’ characteristics. A total of 92 variables were used to classify the 8,154 workplace zones in London. A list of workplace zones by LWZC Group and Sub group can be found in LWZC Classification.xls and underlying data are in Workplace zone dashboard.xlsx Pdf maps showing the classification for each borough are in LWZC borough maps.zip and a tool to explore the classification is at https://data.london.gov.uk/census/lwzc/visualisation-tool/ A detailed description of the Groups and Subgroups is given in the LWZC user guide.pdf with more detail on data and methodology in LWZC Technical Report.pdf",Other,Census Information Scheme,https://data.london.gov.uk/dataset/2og6w,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,One off,"HTML, PDF, SPREADSHEET, ZIP",UNKNOWN,UNKNOWN,Other,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, demographics, employment-and-skills. Last updated: 2025-05-14."
