title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
"Sports Participation Rates, Borough",2o8ow,Percentage of the adult population participating in sports taken from Sport England's Active People Survey . The survey provides by far the largest sample...,Percentage of the adult population participating in sports taken from Sport England's Active People Survey . The survey provides by far the largest sample size ever established for a sport and recreation survey and allows levels of detailed analysis previously unavailable. It identifies how participation varies from place to place and between different groups in the population. The spreadsheet shows regional data for two measures: 1+ session a week (at least 4 sessions of at least moderate intensity for at least 30 minutes in the previous 28 days) 3+ sessions a week (at least 12 sessions of at least moderate intensity for at least 30 minutes in the previous 28 days),Health,Sport England,https://data.london.gov.uk/dataset/2o8ow,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2005-01 to 2016-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"health, active, exercise, activity, participation, physical, sports",snowflake,Medium,"Topics: health, sport. Last updated: 2017-02-14."
Hospital Admission Rates,23g7j,Emergency hospital admission rates for all conditions and all ages. Data is available from Health and Social Care Information Centre Indicator Portal and...,Emergency hospital admission rates for all conditions and all ages. Data is available from Health and Social Care Information Centre Indicator Portal and Hospital episode statistics legacy website containing content from the London Health Observatory]. Indirectly age and sex standardised rates.,Health,Information Centre for Health and Social Care,https://data.london.gov.uk/dataset/23g7j,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2003-01 to 2015-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"health, hospital, admissions",snowflake,Medium,Topics: health. Last updated: 2016-06-16.
"Suicide Mortality Rates, Borough",v8prm,"Table of directly (DSR) age-standardised rates of suicides per 100,000 population, and Indirectly (SMR) (Includes undetermined Injuries), all ages and age...","Table of directly (DSR) age-standardised rates of suicides per 100,000 population, and Indirectly (SMR) (Includes undetermined Injuries), all ages and age 15 plus, three year (pooled) average and annual, by sex. Deaths from intentional self-harm and injury undetermined whether accidentally or purposely inflicted (ICD-10 X60-X84, Y10-Y34 exc Y33.9, ICD-9 E950-E959 and E980-E989 exc E988.8), registered in the respective calendar year(s). DSR stands for Directly age-Standardised Rates. Mortality rates are age standardised using the European Standard Population as defined by the World Health Organisation. 3 year average rates are calculated as the average of single year rates for 3 successive years. Standardised Mortality Ratio (SMR), England = 100. The annual rates at borough level are likely",Health,Department of Health,https://data.london.gov.uk/dataset/v8prm,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,1996-01 to 2014-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"injury-undetermined, gender, suicide, death, mortality, depression, mental-health",snowflake,Medium,Topics: health. Last updated: 2016-02-11.
"Number of Registered Blind and Partially Sighted People by Age Group, Borough",e1zkd,This data shows the number of people registered with Councils with Adult Social Services Responsibilities (CASSRs) in England as being blind and partially...,"This data shows the number of people registered with Councils with Adult Social Services Responsibilities (CASSRs) in England as being blind and partially sighted by age, for years ending 31 March. Age groups are: 0-4, 5-17, 18-49, 50-64, 65-74, 75 and over. A decision was made to bring the most recent collection forward by a year for collection in 2008, due to concerns regarding the fall in the number of people newly registered as blind and partially sighted between March 2003 and March 2006. This means there will be no collection in 2009. Tables contain information relating to the year ended 31 March 2008. The register is voluntary; however it is a precondition for the receipt of certain financial benefits. This is a factor that gives more credibility to the register for blind than to th",Health,Department of Health,https://data.london.gov.uk/dataset/e1zkd,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, SPREADSHEET",UNKNOWN,2000-01 to 2014-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"partially-sighted, age, health, disability, blind",snowflake,Medium,Topics: health. Last updated: 2016-01-28.
"Number of Registered Blind and Partially Sighted People with an Additional Disability by Category, Borough",23gz3,This Data shows the number of people registered with Councils with Adult Social Services Responsibilities (CASSRs) in England as being blind and partially...,"This Data shows the number of people registered with Councils with Adult Social Services Responsibilities (CASSRs) in England as being blind and partially sighted with an additional disability by category of disability, for years ending 31 March. Categories include: Mental illness only, learning disabilities only, physical disabilities only, deaf without speech, deaf with speech, hard of hearing, mental illness and other disabilities, learning and other disabilities, physical and other disabilities. Where a client has multiple disabilities including deaf or hard of hearing, councils were advised to count this under the category of deaf or hard of hearing. A decision was made to bring the most recent collection forward by a year for collection in 2008, due to concerns regarding the fall in ",Health,Department of Health,https://data.london.gov.uk/dataset/23gz3,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, SPREADSHEET",UNKNOWN,2000-01 to 2014-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"additional, disability, blind, partially-sighted, health",snowflake,Medium,Topics: health. Last updated: 2016-01-28.
Regional Well Being Indicators,vdjnn,The Opinions and Lifestyle Survey is a Face-to-face interview of individuals in households. Data is available for Government Office Regions. The data for...,"The Opinions and Lifestyle Survey is a Face-to-face interview of individuals in households. Data is available for Government Office Regions. The data for these tables is from the Well-Being Module, April, July and October, 2014. They cover a range of subjective well-being indicators that measure the respondents opinions using a score out of 10. The questions analysed here are: Overall, how satisfied are you with your life nowadays? Overall, to what extent do you feel that the things you do in your life are worthwhile? Overall, how happy did you feel yesterday? Overall, how anxious did you feel yesterday? Overall, how satisfied are you with your relationships with family, including spouse/partner? Overall, how satisfied are you with your relationships with friends? Overall, how satisfied ar",Health,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/vdjnn,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2014-04 to 2014-10,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"subjective, indicators, community, trust, belonging",snowflake,Medium,Topics: health. Last updated: 2016-01-12.
"Health and Wellbeing of 15-year-olds (What About Youth Survey), Borough",e7x3m,"Health and Wellbeing of 15-year-olds in England - results from What About Youth Survey. Data has been collected on general health, diet, use of free time,...","Health and Wellbeing of 15-year-olds in England - results from What About Youth Survey. Data has been collected on general health, diet, use of free time, physical activity, smoking, drinking, emotional wellbeing, drugs and bullying. What About YOUth? 2014 (WAY 2014) is a newly-established survey designed to collect robust local authority (LA) level data on a range of health behaviours amongst 15 year-olds. WAY 2014 is the first survey to be conducted of its kind and it is hoped that the survey will be repeated in order to form a time series of comparable data on a range of indicators for 15 year-olds across England. Questionnaire packs were sent to 295,245 young people in England and 120,115 of these responded with usable data, giving an unadjusted response rate of 40 per cent (based on t",Health,Public Health England,https://data.london.gov.uk/dataset/e7x3m,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2014-04 to 2015-03,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"Physical activity, Free time, health, Drinking, young people, Smoking, E-cigarettes, Bullying, Diet, Emotional and mental wellbeing, Other drugs, Cannabis",snowflake,Medium,"Topics: health, young-people. Last updated: 2016-01-06."
Infant and Perinatal Mortality,238j1,"Infant and Perinatal Deaths and Mortality. Perinatal deaths are deaths occuring after 22 weeks of pregnancy, during childbirth and up to 7 complicated days...","Infant and Perinatal Deaths and Mortality. Perinatal deaths are deaths occuring after 22 weeks of pregnancy, during childbirth and up to 7 complicated days of life. Infant deaths under 1 year per 1000 live births. Relevant links: http://www.ons.gov.uk/ons/rel/vsob1/child-mortality-statistics--childhood--infant-and-perinatal/index.html https://indicators.ic.nhs.uk/webview/",Health,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/238j1,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,1999-01 to 2013-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"children, deaths, mortality, infant, perinatal",snowflake,Medium,Topics: health. Last updated: 2015-12-02.
Probability of loneliness for those aged 65 and over,29z9o,"These small area model-based estimates of subjective loneliness have been produced by Age UK, for people aged 65 and over at Borough level and middle and...","These small area model-based estimates of subjective loneliness have been produced by Age UK, for people aged 65 and over at Borough level and middle and lower super output areas (MSOA/LSOA) in London. They are calculated using a model based method using a combination of data from the English Longitudinal Survey of Ageing (ELSA) from 2010-12 and small area Census data from 2011. Further details of the methodology can be found at Age UK . The different measures included in the data are 1. The ‘log odds’ of the risk of loneliness among older people 2. The estimated prevalence of loneliness among older people 3. The area ranking for London of the relative risk of loneliness among older people 4. The area ranking for England of the relative risk of loneliness among older people Background note",Health,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/29z9o,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2011-03 to 2011-03,Lower Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,older people,snowflake,Medium,Topics: health. Last updated: 2015-12-01.
Public Health Outcomes Framework Indicators,2l8z8,"This data originates from the Public Health Outcomes tool currently presents data for available indicators for upper tier local authority levels, collated...","This data originates from the Public Health Outcomes tool currently presents data for available indicators for upper tier local authority levels, collated by Public Health England (PHE). The data currently published here are the baselines for the Public Health Outcomes Framework, together with more recent data where these are available. The baseline period is 2010 or equivalent, unless these data are unavailable or not deemed to be of sufficient quality. The first data were published in this tool as an official statistics release in November 2012. Future official statistics updates will be published as part of a quarterly update cycle in August, November, February and May. The definition, rationale, source information, and methodology for each indicator can be found within the spreadsheet.",Health,Public Health England,https://data.london.gov.uk/dataset/2l8z8,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2014-10 to 2014-10,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"healthy, lewisham, hillingdon, enfield, hounslow, bexley, waltham-forest, city-of-london, redbridge, camden, islington, croydon, newham, health, ealing, haringey, greenwich, richmond-upon-thames, barnet, kensington-and-chelsea, brent, wandsworth, tower-hamlets, hackney, merton, southwark, bromley, hammersmith-and-fulham, lambeth, barking-and-dagenham, harrow, sutton, population, westminster, kingston-upon-thames, phof, havering, blind, obesity",snowflake,Medium,Topics: health. Last updated: 2015-11-10.
"Hospital Admissions due to Injury of Children, Borough",v8p41,"Numerators, denominators and rates of emergency hospital admissions caused by unintentional and deliberate injuries to children and young people (aged 0-17...","Numerators, denominators and rates of emergency hospital admissions caused by unintentional and deliberate injuries to children and young people (aged 0-17 years) by Region and Local Authority, 2003/04 to 2011/12. This data used to make up National Indicator 70 (NI70). Data available from The LGA Inform website .",Health,Department of Health,https://data.london.gov.uk/dataset/v8p41,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2003-04 to 2012-03,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"accidents, children, injuries, young-people, hospital",snowflake,Medium,"Topics: health, young-people. Last updated: 2015-11-03."
Immunisations Against Influenza,v8p0m,Persons aged 65 and over immunised against Influenza between October and January. Related links: http://www.hscic.gov.uk/Article/1685...,Persons aged 65 and over immunised against Influenza between October and January. Related links: http://www.hscic.gov.uk/Article/1685 http://www.hscic.gov.uk/searchcatalogue?q=title%3A%22NHS+Immunisation+Statistics%22&area=&size=10&sort=RelevanceDesc,Health,Department of Health,https://data.london.gov.uk/dataset/v8p0m,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2004-01 to 2015-12,Primary Care Organisations,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"illness, flu, swine, immunised, influenza",snowflake,Medium,Topics: health. Last updated: 2015-10-27.
Better Health for London: One Year On,23nk3,This data outlines the latest data measuring the 10 key aspirations for London's Health as part of the overarching goal to make London the world's...,"This data outlines the latest data measuring the 10 key aspirations for London's Health as part of the overarching goal to make London the world's healthiest major global city. This page contains the initial baseline data published in 2014 in the report "" Better Health for London: Next Steps "", and updates these with more recent data and/or breaks these down by London Borough where these data are available. Better Health for London: Next Steps has been developed with London Councils, the GLA, London CCGs and the London regional teams of Public Health England and NHS England. Watch the Video relating to the report See some of the data represented in Tableau",Health,Greater London Authority (GLA),https://data.london.gov.uk/dataset/23nk3,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,"PDF, SPREADSHEET",UNKNOWN,2006-04 to 2014-12,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: health. Last updated: 2015-10-21.
Children's Tooth Decay,20861,"Mean number of teeth, missing decayed or filled in 5 year-olds. Mean number of teeth per child sampled which were either actively decayed or had been filled...","Mean number of teeth, missing decayed or filled in 5 year-olds. Mean number of teeth per child sampled which were either actively decayed or had been filled or extracted. Data was only available at PCT level, and had to be apportioned to Local Authorities. This process can only be approximate where PCTs are not completely contained within Local Authorities. Data is missing for some areas, in London Greenwich and Bexley. http://fingertips.phe.org.uk/search/tooth%20decay",Health,Public Health England,https://data.london.gov.uk/dataset/20861,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2005-04 to 2012-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"bascd, young-people, teeth, decay, health",snowflake,Medium,"Topics: health, young-people. Last updated: 2015-10-07."
"Estimated Problem Drug Users, Borough",e1z76,Estimated rate of problem drug users (crack and or opiates) per 1000 of the population aged 16-54. The number of users in treatment will have impacted on...,Estimated rate of problem drug users (crack and or opiates) per 1000 of the population aged 16-54. The number of users in treatment will have impacted on the prevalence estimates published by the Home Office and the regression model which may introduce bias to the estimates. Link to National Treatment Agency,Health,Association of Public Health Observatories,https://data.london.gov.uk/dataset/e1z76,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2006-04 to 2012-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"drugs, overdose, lifestyle, misuse",snowflake,Medium,Topics: health. Last updated: 2015-09-29.
