title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Allotment Locations,248xz,"Indicative locations of all known allotments in London, as gathered during the London Assembly Scrutiny investigation in 2006. This dataset was created by...","Indicative locations of all known allotments in London, as gathered during the London Assembly Scrutiny investigation in 2006. This dataset was created by the GLA's GIS team on behalf of the London Assembly as part of their 2006 investigation into the provision and availability of allotments in London. The data was collected in order to quantify the number of allotments in each London Borough at the time and was used as the basis for a series of maps and tables in the resulting Assembly report . The process for collecting the data consisted of an officer contacting each of the Boroughs to provide information on allotments in their area. The information received back included GIS datasets in various formats, links to PDF maps, interactive maps on websites, address lists and in some cases pa",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/248xz,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, ZIP",UNKNOWN,2007-01 to 2007-12,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"allotments, food, geo",snowflake,Medium,Topics: environment. Last updated: 2014-07-04.
"Age of Commercial and Industrial Stock, Borough",v88qq,Commercial and Industrial stock by date built. Average rateable value - £/m2 Total Rateable value - £'000s Total Floorspace - 000s m2 Hereditaments - Number,Commercial and Industrial stock by date built. Average rateable value - £/m2 Total Rateable value - £'000s Total Floorspace - 000s m2 Hereditaments - Number,Environment,"Ministry of Housing, Communities & Local Government (MHCLG)",https://data.london.gov.uk/dataset/v88qq,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2004-01 to 2004-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"age, commercial, stock, industrial, planning, property",snowflake,Medium,"Topics: environment, planning. Last updated: 2014-07-04."
"Land Use Change for Dwellings, Borough",e71zq,Land use change: Proportion of new dwellings on previously developed land and density of new dwellings. Data is for four years combined for reliability....,"Land use change: Proportion of new dwellings on previously developed land and density of new dwellings. Data is for four years combined for reliability. Regional data is available for single years on Communities and Local Government website. The data in the table above are based on records received from Ordnance Survey up to March 2010. The table is therefore consistent with the Statistical Release published on 30th July 2010. There is a time-lag between land use change occurring and it being recorded, because some changes can take a few years to be recorded, therefore data are constantly being updated. See more on the DCLG website .",Environment,"Ministry of Housing, Communities & Local Government (MHCLG)",https://data.london.gov.uk/dataset/e71zq,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,1994-01 to 2009-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"dwellings, development, new-dwellings, density, housing, land-use, house-building",snowflake,Medium,"Topics: environment, housing, planning. Last updated: 2014-07-04."
London Atmospheric Emissions Inventory (LAEI) 2008 Concentration Maps,2ry01,The LAEI 2008 has since been superseded. Click here for the full list of releases. Concentration Modelling has been produced by the Environmental Research...,"The LAEI 2008 has since been superseded. Click here for the full list of releases. Concentration Modelling has been produced by the Environmental Research Group, Kings College London, using the LAEI 2008 . Pollutant maps for the Greater London area have been produced for the years 2008, 2011 and 2015. Emissions data contained within the LAEI 2008 can also be downloaded from the Datastore Technical Information This dataset consists of a series of very detailed GIS layers showing modelled concentration values for five different pollutants. Each zip file contains a 20 metre grid shapefile, mxd and layer files for use in ESRI ArcGIS software. Data will be made available in other formats and structures (such as generalised contours which are faster to draw) in due course.",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2ry01,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"IMAGE, ZIP",UNKNOWN,2008-01 to 2015-12,20 Metre Grid,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"concentration, laei, nitrogen-dioxide, particulate-matter, air-pollution",snowflake,Medium,Topics: environment. Last updated: 2014-07-04.
London Atmospheric Emissions Inventory (LAEI) 2006 Modelled Annual Mean Concentration NO2 2006 Values,2yrpy,The LAEI 2006 has since been superseded. Click here for the full list of releases. Modelled NO2 annual mean concentrations in London for the year 2006....,"The LAEI 2006 has since been superseded. Click here for the full list of releases. Modelled NO2 annual mean concentrations in London for the year 2006. Calculations are based on the 2006 London Atmospheric Emissions Inventory (LAEI) and use three different meteorological scenarios (2003, 2004 and 2006). This dataset can be mapped in a Geographic Information System (GIS) using the corresponding 20m grid or point datasets also available on the Datastore. Due to the detailed nature of this dataset and the resulting large file size, the download file has been compressed.",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2yrpy,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,ZIP,UNKNOWN,2006-01 to 2006-12,20 Metre Grid,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"environment, air-quality, pollution",snowflake,Medium,Topics: environment. Last updated: 2014-07-04.
London Atmospheric Emissions Inventory (LAEI) 2006 Modelled PM10 Exceedance Days 2010 Values,2np13,The LAEI 2006 has since been superseded. Click here for the full list of releases. Modelled PM10 exceedance days in London for the year 2010. Calculations...,"The LAEI 2006 has since been superseded. Click here for the full list of releases. Modelled PM10 exceedance days in London for the year 2010. Calculations are based on the 2006 London Atmospheric Emissions Inventory (LAEI) and use three different meteorological scenarios (2003, 2004 and 2006). This dataset can be mapped in a Geographic Information System (GIS) using the corresponding 20m grid or point datasets also available on the Datastore. Due to the detailed nature of this dataset and the resulting large file size, the download file has been compressed.",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2np13,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"HTML, ZIP",UNKNOWN,2010-01 to 2010-12,20 Metre Grid,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"air-quality, environment, pollution",snowflake,Medium,Topics: environment. Last updated: 2014-07-04.
Properties in Floodplain,2ryqd,Number of properties in a floodplain and those with a significant risk of flooding. NAFRA - National Flood Risk Assessment. There are 3 risk categories: (i)...,Number of properties in a floodplain and those with a significant risk of flooding. NAFRA - National Flood Risk Assessment. There are 3 risk categories: (i) low - 0.5% (1 in 200) chance of flooding each year or less. (ii) moderate - 1.3% (1 in 75) chance or less but greater than 0.5% (1 in 200) chance in any year. (iii) significant - greater than 1.3% (1 in 75) chance in any year. This dataset was updated in 2008. The GLA are yet to receive the raw data. Please follow the links to the Environment Agency website to read the headline findings. Current data from the Envrionment Agency relating to Risk of Flooding from Rivers and Sea (previously known as NAFRA) can be found on their Geostore site,Environment,Environment Agency,https://data.london.gov.uk/dataset/2ryqd,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, SPREADSHEET",UNKNOWN,2006-01 to 2006-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"environment, flooding, floodplain, nafra, risk, rivers",snowflake,Medium,Topics: environment. Last updated: 2014-07-04.
London Atmospheric Emissions Inventory (LAEI) 2006 Modelled Concentration Grid Points,em95y,"The LAEI 2006 has since been superseded. Click here for the full list of releases. Point locations at 20 metre grid spacing, used for mapping modelled...","The LAEI 2006 has since been superseded. Click here for the full list of releases. Point locations at 20 metre grid spacing, used for mapping modelled concentration values for LAEI-2006 datasets. Points represent the centre of a 20m by 20m square and can be linked to modelled vales datasets using GRID-ID field. Due to the detailed nature of this dataset and the resulting large file size, the download file has been compressed (approx 20mb). Click here for more information about clearing London's air.",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/em95y,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,ZIP,UNKNOWN,2006-01 to 2010-12,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"environment, air-quality, geo, laei, pollution",snowflake,Medium,Topics: environment. Last updated: 2014-07-04.
London Atmospheric Emissions Inventory (LAEI) 2006 Modelled Annual Mean Concentration NO2 2010 Values,e188j,The LAEI 2006 has since been superseded. Click here for the full list of releases. Modelled NO2 annual mean concentrations in London for the year 2010....,"The LAEI 2006 has since been superseded. Click here for the full list of releases. Modelled NO2 annual mean concentrations in London for the year 2010. Calculations are based on the 2006 London Atmospheric Emissions Inventory (LAEI) and use three different meteorological scenarios (2003, 2004 and 2006). This dataset can be mapped in a Geographic Information System (GIS) using the corresponding 20m grid or point datasets also available on the Datastore. Due to the detailed nature of this dataset and the resulting large file size, the download file has been compressed.",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e188j,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"HTML, ZIP",UNKNOWN,2010-01 to 2010-12,20 Metre Grid,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"air-quality, environment, pollution",snowflake,Medium,Topics: environment. Last updated: 2014-07-04.
London Atmospheric Emissions Inventory (LAEI) 2006 Modelled PM10 Exceedance Days 2006 Values,298jq,The LAEI 2006 has since been superseded. Click here for the full list of releases. Modelled PM10 exceedance days in London for the year 2006. Calculations...,"The LAEI 2006 has since been superseded. Click here for the full list of releases. Modelled PM10 exceedance days in London for the year 2006. Calculations are based on the 2006 London Atmospheric Emissions Inventory (LAEI) and use three different meteorological scenarios (2003, 2004 and 2006). This dataset can be mapped in a Geographic Information System (GIS) using the corresponding 20m grid or point datasets also available on the Datastore. Due to the detailed nature of this dataset and the resulting large file size, the download file has been compressed.",Environment,Greater London Authority (GLA),https://data.london.gov.uk/dataset/298jq,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"HTML, ZIP",UNKNOWN,2006-01 to 2006-12,20 Metre Grid,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"pollution, environment, air-quality",snowflake,Medium,Topics: environment. Last updated: 2014-07-04.
