title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Town Centre locations - London Plan 2016,emqkp,"The London Plan is the the overall strategic plan for London, setting out an integrated economic, environmental, transport and social framework for the...","The London Plan is the the overall strategic plan for London, setting out an integrated economic, environmental, transport and social framework for the development of London over the next 20–25 years. The Town Centres are listed in Annex 2 of the 2016 London Plan Please contact the relevant Local Authority if you require the definitive boundary for any of the Town Centres . NOTE: The locations are indicative only.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/emqkp,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,ZIP,UNKNOWN,2015-12 to 2015-12,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"London Plan, Town centre",snowflake,Medium,"Topics: business-and-economy, housing, planning. Last updated: 2019-04-17."
Number of take-away food shops and mobile food stands,exygl,,UNKNOWN,Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/exygl,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2016-01 to 2018-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
Number of Capital Growth food growing spaces,vdj55,,UNKNOWN,Other,Capital Growth,https://data.london.gov.uk/dataset/vdj55,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
 GHG emissions per capita from food and non-alcoholic drinks,2lz43,,UNKNOWN,Other,"Department for Environment, Food & Rural Affairs",https://data.london.gov.uk/dataset/2lz43,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2008-01 to 2015-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
Number of fresh produce food markets in London,2ogj6,,UNKNOWN,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2ogj6,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2010-01 to 2018-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
Food and non alcoholic drinks,e7x1n,,UNKNOWN,Other,"Department for Environment, Food & Rural Affairs",https://data.london.gov.uk/dataset/e7x1n,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2008-01 to 2015-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
Breastfeeding rates,e5580,,UNKNOWN,Other,NHSdigital,https://data.london.gov.uk/dataset/e5580,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2013-01 to 2017-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
Number of job postings in food preparation and hospitality trades,20p8k,,UNKNOWN,Other,Burning glass,https://data.london.gov.uk/dataset/20p8k,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,SPREADSHEET,UNKNOWN,2012-01 to 2016-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
Consumer price inflation- Food and non-alcoholic beverages,2y5rq,,UNKNOWN,Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2y5rq,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,SPREADSHEET,UNKNOWN,1988-01 to 2018-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
Consumer price Index - Food and non-alcoholic beverages,2nlpy,,UNKNOWN,Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2nlpy,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,SPREADSHEET,UNKNOWN,1988-01 to 2018-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: business-and-economy. Last updated: 2018-12-21.
