title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
"Mortgage and Landlord Possession Actions, Borough",e79xx,"Statistics on mortgage and landlord possession actions in the county courts of England and Wales, since 2003. Quarterly Mortgage and landlord possession...","Statistics on mortgage and landlord possession actions in the county courts of England and Wales, since 2003. Quarterly Mortgage and landlord possession statistics from Ministry of Justice are available here . Figures represent court actions for possession and not actual homes repossessed. Repossessions can occur without a court order being made, while not all court orders result in repossession taking place. The data provided in each of the tables relate to possession claims issued and claims leading to an orders being made in the county courts in England and Wales. Claims Issued: A possession claim is created when a claimant begins a legal action for an order for possession of property by making a claim that is then issued in a county court. Orders: The court, following a judicial hearin",Real Estate,Ministry of Justice,https://data.london.gov.uk/dataset/e79xx,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,SPREADSHEET,UNKNOWN,2003-01 to 2022-06,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"repossessions, landlord, mortgage, housing, debt",snowflake,Medium,Topics: housing. Last updated: 2022-10-14.
Lending by Postcode Sector,24ygn,"Value of outstanding residential mortgage lending by postcode sector for 9,273 Great Britain postcode sectors. Areas with a small number of loans cannot be...","Value of outstanding residential mortgage lending by postcode sector for 9,273 Great Britain postcode sectors. Areas with a small number of loans cannot be reported because it might compromise individuals' data privacy. These figures form part of a joint data reporting exercise, covering lending to small and medium enterprises (SMEs), residential mortgages and personal loans, coordinated by the British Bankers' Association (BBA) and the Council of Mortgage Lenders (CML). Data covering lending to SMEs and personal loans is published by the BBA. Participating lenders comprise: Barclays Bank, Clydesdale Bank & Yorkshire Bank, HSBC Bank, Lloyds Banking Group, Nationwide Building Society, Santander UK and RBS. Collectively these institutions account for about 60 per cent of bank lending to SMEs",Real Estate,Council of Mortgage Lenders,https://data.london.gov.uk/dataset/24ygn,UNKNOWN,Quarterly,SPREADSHEET,UNKNOWN,UNKNOWN to 2021-12,Postcode Sector,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"mortgage, lending, borrowing, loans",snowflake,Medium,Topics: housing. Last updated: 2022-09-08.
Housing mobility,2r4g4,The annual number of lets achieved for both the Housing Moves Scheme and the Seaside & Country Homes Scheme. The number of applications made for each scheme...,The annual number of lets achieved for both the Housing Moves Scheme and the Seaside & Country Homes Scheme. The number of applications made for each scheme during the year. The number of properties advertised during the year for Housing Moves and the number avaialble through Seaside & Country Homes.,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2r4g4,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: housing. Last updated: 2022-07-07.
GLA Population Yield Calculator,2k8nd,The GLA Population Yield Calculator is a tool for estimating population yield from new housing development. The calculator provides users with an indication...,The GLA Population Yield Calculator is a tool for estimating population yield from new housing development. The calculator provides users with an indication of the possible number and age of children that could be expected to live in a new housing development of a given bedroom or tenure mix. Please see the calculator’s methodology document for further details and user guidance. The calculator is in XLSX (Excel 2007 and later) format. The tool was updated 23rd October 2019. Previously published versions are available in the compressed archive file,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2k8nd,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Unknown,"PDF, SPREADSHEET, ZIP",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"gla-ons, housing, yield, development, population, calculator",snowflake,Medium,Topics: housing. Last updated: 2022-03-24.
Housing Tenure by Borough,23gn1,"This table shows the numbers and percentages of persons and households by each housing tenure category, including, owned outright, being bought with...","This table shows the numbers and percentages of persons and households by each housing tenure category, including, owned outright, being bought with mortgage or loan, rented from Local Authority/ Housing Association, or private landlord. Private Rented includes renting from employing organisation, another organisation, relative of household member and individual employer. Numbers are rounded to the nearest hundred. Percentages were calculated on unrounded numbers and then rounded to the nearest whole percent. The Annual Population Survey (APS) is a sample survey and therefore numbers and percentages at borough level are indicative only. The APS household dataset was used to create the household tables.",Real Estate,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/23gn1,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,"CSV, SPREADSHEET",UNKNOWN,2006-01 to 2020-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"households, tenure, housing, population, rent, own, mortgage, private, social",snowflake,Medium,Topics: housing. Last updated: 2021-12-13.
Local Authority Housing Stock,20ork,Number of Local Authority dwellings. Figures in this table are unaudited by local authorities. Data before 2003/04 are more prone to errors as they were...,"Number of Local Authority dwellings. Figures in this table are unaudited by local authorities. Data before 2003/04 are more prone to errors as they were validated less rigorously. Where a local authority has become a Large Scale Voluntary Transfer (LSVT) authority it's stock would reduce to zero or a small number. The districts, unitary authorities and counties listed above are based on 1 April 1998 boundaries. Values related to any old local authorities which had gone through a boundary change have been redistributed to the relevant new local authority by proportioning based on the number of households falling within the new districts at the time. Data for each year are from the year in which they were reported. For example, 2007/08 data is from HSSA 2007/08 returns. See dwelling stock da",Real Estate,"Ministry of Housing, Communities & Local Government (MHCLG)",https://data.london.gov.uk/dataset/20ork,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,CSV,UNKNOWN,1997-01 to 2020-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"tenure, dwellings, council, social-housing, stock",snowflake,Medium,Topics: housing. Last updated: 2021-06-23.
London Plan AMR 16 tables and data,e199j,The London Plan Annual Monitoring Report (AMR) 16 focuses on the period from 1st April 2018 to 31st March 2019. It provides information about progress being...,"The London Plan Annual Monitoring Report (AMR) 16 focuses on the period from 1st April 2018 to 31st March 2019. It provides information about progress being made in implementing the policies and addressing the objectives of the London Plan 2016 by showing how London is performing against the 24 Key Performance Indicators (KPIs) identified in Chapter 8 of the London Plan 2016. Chapter 3 of the AMR provides additional performance measures and statistics, and includes the Housing Provision Annual Monitor which uses the planning permissions data from the London Development Database to provide a more detailed assessment of housing development in London than is shown by the KPIs. All of the tables from Chapters 2 (KPIs) and 3 (Additional performance measures and statistics) are provided below, a",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e199j,UNKNOWN,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: housing, planning. Last updated: 2021-03-24."
Planning permissions on the London Development Database (LDD),2jxq0,The London Development Database (LDD) has been replaced by the Planning London Datahub (PLD) and the data on this page is no longer being updated. The LDD...,"The London Development Database (LDD) has been replaced by the Planning London Datahub (PLD) and the data on this page is no longer being updated. The LDD recorded significant planning permissions in London. The data was entered by London's planning authorities, and checked by the GLA to ensure consistency across London. The LDD recorded any planning consent that permits one or more of the following: any new build residential units any loss or gain of residential units through change of use or conversion of existing dwellings creation of seven or more new bedrooms for use as either a hotel, a hostel, student housing or for residential care through new build or change of use 1,000m2 or more of floor space changing from one use class to another or created through new build or extension for a",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2jxq0,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"SPREADSHEET, ZIP",UNKNOWN,2006-04 to present,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"planning, planning-application",snowflake,Medium,"Topics: housing, planning. Last updated: 2021-01-13."
Indicative residential capacity calculators,ex4pl,Indicative residential capacity calculators to be used with the Good Quality Homes for All Londoners draft for consultation.,Indicative residential capacity calculators to be used with the Good Quality Homes for All Londoners draft for consultation.,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/ex4pl,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"housing, planning guidance, london plan",snowflake,Medium,"Topics: housing, planning. Last updated: 2020-10-15."
London Plan AMR 15 tables and data,204q6,The London Plan Annual Monitoring Report (AMR) 15 covers the period from 1st April 2017 to 31st March 2018. It provides information about progress being...,"The London Plan Annual Monitoring Report (AMR) 15 covers the period from 1st April 2017 to 31st March 2018. It provides information about progress being made in implementing the policies and addressing the objectives of the London Plan 2016 by showing how London is performing against the 24 Key Performance Indicators (KPIs) identified in Chapter 8 of the Plan. Chapter 3 of the AMR provides additional performance measures and statistics, and includes the Housing Provision Annual Monitor which uses the planning permissions data from the London Development Database to provide a more detailed assessment of housing development in London than is shown by the KPIs. All of the tables from Chapters 2 (KPIs) and 3 (Additional performance measures and statistics) are provided below, along with the ho",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/204q6,Open Data Commons Attribution License — http://www.opendefinition.org/licenses/odc-by,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: housing, planning. Last updated: 2020-03-04."
